Rank,Rider,Rider No.,Team,Times,Gap,B,P,Stages,Year
24,JOSÉ SERPA,149,LAMPRE - MERIDA,37h 09' 12'',+ 00h 09' 54'',,,9,2013
25,DANIEL NAVARRO GARCIA,139,"COFIDIS, SOLUTIONS CREDITS",37h 09' 48'',+ 00h 10' 30'',,,9,2013
26,PIERRE ROLLAND,51,TEAM EUROPCAR,37h 11' 52'',+ 00h 12' 34'',,,9,2013
27,DAVIDE MALACARNE,56,TEAM EUROPCAR,37h 13' 45'',+ 00h 14' 27'',,,9,2013
28,SYLVAIN CHAVANEL,152,OMEGA PHARMA-QUICK STEP,37h 13' 53'',+ 00h 14' 35'',,,9,2013
29,JAN BAKELANTS,42,RADIOSHACK LEOPARD,37h 15' 10'',+ 00h 15' 52'',,,9,2013
30,JOHN GADRET,86,AG2R LA MONDIALE,37h 15' 45'',+ 00h 16' 27'',,,9,2013
31,STEVE MORABITO,36,BMC RACING TEAM,37h 16' 04'',+ 00h 16' 46'',,,9,2013
32,ROBERT GESINK,162,BELKIN PRO CYCLING,37h 16' 13'',+ 00h 16' 55'',,,9,2013
33,RICHIE PORTE,6,SKY PROCYCLING,37h 17' 48'',+ 00h 18' 30'',,,9,2013
34,EDUARD VORGANOV,109,KATUSHA TEAM,37h 19' 16'',+ 00h 19' 58'',,,9,2013
35,PRZEMYSLAW NIEMIEC,148,LAMPRE - MERIDA,37h 19' 55'',+ 00h 20' 37'',,,9,2013
36,MAXIME MEDEREL,217,SOJASUN,37h 20' 15'',+ 00h 20' 57'',,,9,2013
37,MIKEL ASTARLOZA,112,EUSKALTEL - EUSKADI,37h 20' 29'',+ 00h 21' 11'',,,9,2013
38,DAMIANO CUNEGO,141,LAMPRE - MERIDA,37h 21' 48'',+ 00h 22' 30'',,,9,2013
39,RUBEN PLAZA MOLINA,127,MOVISTAR TEAM,37h 23' 40'',+ 00h 24' 22'',,,9,2013
40,HAIMAR ZUBELDIA,49,RADIOSHACK LEOPARD,37h 25' 11'',+ 00h 25' 53'',,,9,2013
41,RYDER HESJEDAL,171,GARMIN - SHARP,37h 25' 26'',+ 00h 26' 08'',,,9,2013
42,ANDREY AMADOR,122,MOVISTAR TEAM,37h 28' 13'',+ 00h 28' 55'',,,9,2013
43,DARYL IMPEY,185,ORICA GREENEDGE,37h 29' 23'',+ 00h 30' 05'',,,9,2013
44,NICOLAS ROCHE,97,TEAM SAXO-TINKOFF,37h 29' 28'',+ 00h 30' 10'',,,9,2013
45,ANDREAS KLÖDEN,46,RADIOSHACK LEOPARD,37h 29' 36'',+ 00h 30' 18'',,,9,2013
46,HUBERT DUPONT,85,AG2R LA MONDIALE,37h 29' 47'',+ 00h 30' 29'',,,9,2013
47,THIBAUT PINOT,71,FDJ.FR,37h 30' 49'',+ 00h 31' 31'',,,9,2013
48,ARNOLD JEANNESSON,77,FDJ.FR,37h 30' 52'',+ 00h 31' 34'',,,9,2013
49,CYRIL GAUTIER,54,TEAM EUROPCAR,37h 30' 59'',+ 00h 31' 41'',,,9,2013
50,ALEXIS VUILLERMOZ,219,SOJASUN,37h 33' 45'',+ 00h 34' 27'',,,9,2013
