Rank,Team,Times,Gap,Stages,Year,Rider,Rider No.,B,P
20,"COFIDIS, SOLUTIONS CREDITS",00h 27' 16'',+ 00h 01' 20'',4,2013,,,,
21,EUSKALTEL - EUSKADI,00h 27' 20'',+ 00h 01' 24'',4,2013,,,,
22,TEAM ARGOS-SHIMANO,00h 27' 43'',+ 00h 01' 47'',4,2013,,,,
1,OMEGA PHARMA-QUICK STEP,16h 35' 33'',-,5,2013,,,,
2,ORICA GREENEDGE,16h 35' 33'',-,5,2013,,,,
3,VACANSOLEIL-DCM,16h 35' 33'',-,5,2013,,,,
4,CANNONDALE,16h 35' 33'',-,5,2013,,,,
5,TEAM ARGOS-SHIMANO,16h 35' 33'',-,5,2013,,,,
6,SKY PROCYCLING,16h 35' 33'',-,5,2013,,,,
7,AG2R LA MONDIALE,16h 35' 33'',-,5,2013,,,,
8,SOJASUN,16h 35' 33'',-,5,2013,,,,
9,LOTTO-BELISOL,16h 35' 33'',-,5,2013,,,,
10,EUSKALTEL - EUSKADI,16h 35' 33'',-,5,2013,,,,
11,KATUSHA TEAM,16h 35' 33'',-,5,2013,,,,
12,TEAM SAXO-TINKOFF,16h 35' 33'',-,5,2013,,,,
13,MOVISTAR TEAM,16h 35' 33'',-,5,2013,,,,
14,LAMPRE - MERIDA,16h 35' 33'',-,5,2013,,,,
15,"COFIDIS, SOLUTIONS CREDITS",16h 35' 33'',-,5,2013,,,,
16,RADIOSHACK LEOPARD,16h 35' 33'',-,5,2013,,,,
17,GARMIN - SHARP,16h 35' 33'',-,5,2013,,,,
18,BMC RACING TEAM,16h 35' 33'',-,5,2013,,,,
19,TEAM EUROPCAR,16h 35' 33'',-,5,2013,,,,
20,BELKIN PRO CYCLING,16h 35' 33'',-,5,2013,,,,
21,ASTANA PRO TEAM,16h 35' 33'',-,5,2013,,,,
22,FDJ.FR,16h 35' 33'',-,5,2013,,,,
1,VACANSOLEIL-DCM,11h 57' 11'',-,6,2013,,,,
2,ORICA GREENEDGE,11h 57' 11'',-,6,2013,,,,
3,LOTTO-BELISOL,11h 57' 11'',-,6,2013,,,,
4,SKY PROCYCLING,11h 57' 16'',+ 00h 00' 05'',6,2013,,,,
5,MOVISTAR TEAM,11h 57' 16'',+ 00h 00' 05'',6,2013,,,,
6,EUSKALTEL - EUSKADI,11h 57' 16'',+ 00h 00' 05'',6,2013,,,,
7,KATUSHA TEAM,11h 57' 16'',+ 00h 00' 05'',6,2013,,,,
8,SOJASUN,11h 57' 16'',+ 00h 00' 05'',6,2013,,,,
9,OMEGA PHARMA-QUICK STEP,11h 57' 16'',+ 00h 00' 05'',6,2013,,,,
10,AG2R LA MONDIALE,11h 57' 16'',+ 00h 00' 05'',6,2013,,,,
11,TEAM ARGOS-SHIMANO,11h 57' 16'',+ 00h 00' 05'',6,2013,,,,
12,LAMPRE - MERIDA,11h 57' 16'',+ 00h 00' 05'',6,2013,,,,
13,CANNONDALE,11h 57' 16'',+ 00h 00' 05'',6,2013,,,,
14,BMC RACING TEAM,11h 57' 21'',+ 00h 00' 10'',6,2013,,,,
15,GARMIN - SHARP,11h 57' 21'',+ 00h 00' 10'',6,2013,,,,
16,TEAM SAXO-TINKOFF,11h 57' 21'',+ 00h 00' 10'',6,2013,,,,
17,RADIOSHACK LEOPARD,11h 57' 21'',+ 00h 00' 10'',6,2013,,,,
18,FDJ.FR,11h 57' 21'',+ 00h 00' 10'',6,2013,,,,
19,BELKIN PRO CYCLING,11h 57' 21'',+ 00h 00' 10'',6,2013,,,,
20,"COFIDIS, SOLUTIONS CREDITS",11h 57' 21'',+ 00h 00' 10'',6,2013,,,,
21,TEAM EUROPCAR,11h 57' 21'',+ 00h 00' 10'',6,2013,,,,
22,ASTANA PRO TEAM,12h 06' 23'',+ 00h 09' 12'',6,2013,,,,
1,OMEGA PHARMA-QUICK STEP,14h 42' 36'',-,7,2013,,,,
2,RADIOSHACK LEOPARD,14h 42' 36'',-,7,2013,,,,
3,SKY PROCYCLING,14h 42' 36'',-,7,2013,,,,
4,BMC RACING TEAM,14h 42' 36'',-,7,2013,,,,
5,ORICA GREENEDGE,14h 42' 36'',-,7,2013,,,,
6,TEAM SAXO-TINKOFF,14h 42' 36'',-,7,2013,,,,
7,GARMIN - SHARP,14h 42' 36'',-,7,2013,,,,
8,AG2R LA MONDIALE,14h 42' 36'',-,7,2013,,,,
9,LAMPRE - MERIDA,14h 42' 36'',-,7,2013,,,,
10,CANNONDALE,14h 42' 36'',-,7,2013,,,,
11,SOJASUN,14h 42' 36'',-,7,2013,,,,
12,BELKIN PRO CYCLING,14h 42' 36'',-,7,2013,,,,
13,ASTANA PRO TEAM,14h 42' 36'',-,7,2013,,,,
14,TEAM EUROPCAR,14h 42' 36'',-,7,2013,,,,
15,MOVISTAR TEAM,14h 42' 36'',-,7,2013,,,,
16,EUSKALTEL - EUSKADI,14h 42' 36'',-,7,2013,,,,
17,FDJ.FR,14h 42' 36'',-,7,2013,,,,
18,KATUSHA TEAM,14h 42' 36'',-,7,2013,,,,
19,"COFIDIS, SOLUTIONS CREDITS",14h 42' 36'',-,7,2013,,,,
20,TEAM ARGOS-SHIMANO,14h 43' 00'',+ 00h 00' 24'',7,2013,,,,
21,VACANSOLEIL-DCM,14h 57' 29'',+ 00h 14' 53'',7,2013,,,,
22,LOTTO-BELISOL,15h 27' 15'',+ 00h 44' 39'',7,2013,,,,
1,MOVISTAR TEAM,15h 15' 15'',-,8,2013,,,,
2,TEAM SAXO-TINKOFF,15h 15' 58'',+ 00h 00' 43'',8,2013,,,,
3,AG2R LA MONDIALE,15h 19' 04'',+ 00h 03' 49'',8,2013,,,,
4,BELKIN PRO CYCLING,15h 20' 10'',+ 00h 04' 55'',8,2013,,,,
5,RADIOSHACK LEOPARD,15h 21' 32'',+ 00h 06' 17'',8,2013,,,,
6,EUSKALTEL - EUSKADI,15h 21' 45'',+ 00h 06' 30'',8,2013,,,,
7,SKY PROCYCLING,15h 21' 54'',+ 00h 06' 39'',8,2013,,,,
8,GARMIN - SHARP,15h 23' 17'',+ 00h 08' 02'',8,2013,,,,
9,KATUSHA TEAM,15h 24' 26'',+ 00h 09' 11'',8,2013,,,,
10,OMEGA PHARMA-QUICK STEP,15h 27' 41'',+ 00h 12' 26'',8,2013,,,,
11,FDJ.FR,15h 33' 57'',+ 00h 18' 42'',8,2013,,,,
12,LAMPRE - MERIDA,15h 38' 12'',+ 00h 22' 57'',8,2013,,,,
13,"COFIDIS, SOLUTIONS CREDITS",15h 38' 21'',+ 00h 23' 06'',8,2013,,,,
14,BMC RACING TEAM,15h 38' 34'',+ 00h 23' 19'',8,2013,,,,
15,TEAM EUROPCAR,15h 40' 34'',+ 00h 25' 19'',8,2013,,,,
16,SOJASUN,15h 48' 25'',+ 00h 33' 10'',8,2013,,,,
17,VACANSOLEIL-DCM,15h 54' 43'',+ 00h 39' 28'',8,2013,,,,
18,ASTANA PRO TEAM,16h 04' 42'',+ 00h 49' 27'',8,2013,,,,
19,ORICA GREENEDGE,16h 15' 48'',+ 01h 00' 33'',8,2013,,,,
20,TEAM ARGOS-SHIMANO,16h 16' 10'',+ 01h 00' 55'',8,2013,,,,
21,LOTTO-BELISOL,16h 28' 48'',+ 01h 13' 33'',8,2013,,,,
22,CANNONDALE,16h 37' 30'',+ 01h 22' 15'',8,2013,,,,
1,MOVISTAR TEAM,14h 10' 09'',-,9,2013,,,,
2,BELKIN PRO CYCLING,14h 10' 14'',+ 00h 00' 05'',9,2013,,,,
3,TEAM SAXO-TINKOFF,14h 13' 43'',+ 00h 03' 34'',9,2013,,,,
4,AG2R LA MONDIALE,14h 13' 43'',+ 00h 03' 34'',9,2013,,,,
5,EUSKALTEL - EUSKADI,14h 17' 17'',+ 00h 07' 08'',9,2013,,,,
6,RADIOSHACK LEOPARD,14h 17' 46'',+ 00h 07' 37'',9,2013,,,,
7,BMC RACING TEAM,14h 17' 51'',+ 00h 07' 42'',9,2013,,,,
8,KATUSHA TEAM,14h 21' 27'',+ 00h 11' 18'',9,2013,,,,
9,TEAM EUROPCAR,14h 28' 07'',+ 00h 17' 58'',9,2013,,,,
10,OMEGA PHARMA-QUICK STEP,14h 28' 14'',+ 00h 18' 05'',9,2013,,,,
11,ASTANA PRO TEAM,14h 28' 44'',+ 00h 18' 35'',9,2013,,,,
12,LAMPRE - MERIDA,14h 31' 48'',+ 00h 21' 39'',9,2013,,,,
13,GARMIN - SHARP,14h 34' 15'',+ 00h 24' 06'',9,2013,,,,
14,"COFIDIS, SOLUTIONS CREDITS",14h 43' 50'',+ 00h 33' 41'',9,2013,,,,
15,VACANSOLEIL-DCM,14h 47' 27'',+ 00h 37' 18'',9,2013,,,,
16,SKY PROCYCLING,14h 50' 11'',+ 00h 40' 02'',9,2013,,,,
17,ORICA GREENEDGE,14h 57' 58'',+ 00h 47' 49'',9,2013,,,,
18,LOTTO-BELISOL,14h 59' 25'',+ 00h 49' 16'',9,2013,,,,
19,FDJ.FR,15h 01' 39'',+ 00h 51' 30'',9,2013,,,,
20,SOJASUN,15h 02' 29'',+ 00h 52' 20'',9,2013,,,,
21,TEAM ARGOS-SHIMANO,15h 02' 29'',+ 00h 52' 20'',9,2013,,,,
22,CANNONDALE,15h 17' 18'',+ 01h 07' 09'',9,2013,,,,
1,VACANSOLEIL-DCM,14h 40' 15'',-,10,2013,,,,
2,OMEGA PHARMA-QUICK STEP,14h 40' 15'',-,10,2013,,,,
3,TEAM EUROPCAR,14h 40' 15'',-,10,2013,,,,
4,LOTTO-BELISOL,14h 40' 15'',-,10,2013,,,,
5,SKY PROCYCLING,14h 40' 15'',-,10,2013,,,,
6,MOVISTAR TEAM,14h 40' 15'',-,10,2013,,,,
7,FDJ.FR,14h 40' 15'',-,10,2013,,,,
8,AG2R LA MONDIALE,14h 40' 15'',-,10,2013,,,,
9,CANNONDALE,14h 40' 15'',-,10,2013,,,,
10,EUSKALTEL - EUSKADI,14h 40' 15'',-,10,2013,,,,
11,KATUSHA TEAM,14h 40' 15'',-,10,2013,,,,
12,SOJASUN,14h 40' 15'',-,10,2013,,,,
13,GARMIN - SHARP,14h 40' 15'',-,10,2013,,,,
14,BELKIN PRO CYCLING,14h 40' 15'',-,10,2013,,,,
15,TEAM SAXO-TINKOFF,14h 40' 15'',-,10,2013,,,,
16,"COFIDIS, SOLUTIONS CREDITS",14h 40' 15'',-,10,2013,,,,
17,BMC RACING TEAM,14h 40' 15'',-,10,2013,,,,
18,TEAM ARGOS-SHIMANO,14h 40' 15'',-,10,2013,,,,
19,LAMPRE - MERIDA,14h 40' 15'',-,10,2013,,,,
20,RADIOSHACK LEOPARD,14h 40' 15'',-,10,2013,,,,
21,ORICA GREENEDGE,14h 40' 15'',-,10,2013,,,,
22,ASTANA PRO TEAM,14h 41' 55'',+ 00h 01' 40'',10,2013,,,,
1,OMEGA PHARMA-QUICK STEP,01h 52' 35'',-,11,2013,,,,
2,SKY PROCYCLING,01h 53' 39'',+ 00h 01' 04'',11,2013,,,,
3,MOVISTAR TEAM,01h 56' 03'',+ 00h 03' 28'',11,2013,,,,
4,VACANSOLEIL-DCM,01h 56' 16'',+ 00h 03' 41'',11,2013,,,,
5,TEAM SAXO-TINKOFF,01h 56' 26'',+ 00h 03' 51'',11,2013,,,,
6,BELKIN PRO CYCLING,01h 56' 47'',+ 00h 04' 12'',11,2013,,,,
7,FDJ.FR,01h 57' 22'',+ 00h 04' 47'',11,2013,,,,
8,GARMIN - SHARP,01h 57' 26'',+ 00h 04' 51'',11,2013,,,,
9,BMC RACING TEAM,01h 57' 49'',+ 00h 05' 14'',11,2013,,,,
10,CANNONDALE,01h 57' 54'',+ 00h 05' 19'',11,2013,,,,
11,RADIOSHACK LEOPARD,01h 57' 59'',+ 00h 05' 24'',11,2013,,,,
12,ORICA GREENEDGE,01h 58' 25'',+ 00h 05' 50'',11,2013,,,,
13,KATUSHA TEAM,01h 58' 51'',+ 00h 06' 16'',11,2013,,,,
14,ASTANA PRO TEAM,01h 59' 15'',+ 00h 06' 40'',11,2013,,,,
15,TEAM ARGOS-SHIMANO,01h 59' 34'',+ 00h 06' 59'',11,2013,,,,
16,LOTTO-BELISOL,01h 59' 40'',+ 00h 07' 05'',11,2013,,,,
17,AG2R LA MONDIALE,01h 59' 49'',+ 00h 07' 14'',11,2013,,,,
18,"COFIDIS, SOLUTIONS CREDITS",01h 59' 53'',+ 00h 07' 18'',11,2013,,,,
19,LAMPRE - MERIDA,02h 00' 11'',+ 00h 07' 36'',11,2013,,,,
20,SOJASUN,02h 00' 16'',+ 00h 07' 41'',11,2013,,,,
21,TEAM EUROPCAR,02h 00' 22'',+ 00h 07' 47'',11,2013,,,,
22,EUSKALTEL - EUSKADI,02h 00' 46'',+ 00h 08' 11'',11,2013,,,,
1,OMEGA PHARMA-QUICK STEP,14h 29' 27'',-,12,2013,,,,
2,MOVISTAR TEAM,14h 29' 27'',-,12,2013,,,,
3,TEAM ARGOS-SHIMANO,14h 29' 27'',-,12,2013,,,,
4,TEAM SAXO-TINKOFF,14h 29' 27'',-,12,2013,,,,
5,CANNONDALE,14h 29' 27'',-,12,2013,,,,
6,LAMPRE - MERIDA,14h 29' 27'',-,12,2013,,,,
7,KATUSHA TEAM,14h 29' 27'',-,12,2013,,,,
8,FDJ.FR,14h 29' 27'',-,12,2013,,,,
9,EUSKALTEL - EUSKADI,14h 29' 27'',-,12,2013,,,,
10,VACANSOLEIL-DCM,14h 29' 27'',-,12,2013,,,,
11,AG2R LA MONDIALE,14h 29' 27'',-,12,2013,,,,
12,BMC RACING TEAM,14h 29' 27'',-,12,2013,,,,
13,SKY PROCYCLING,14h 29' 27'',-,12,2013,,,,
14,TEAM EUROPCAR,14h 29' 27'',-,12,2013,,,,
15,SOJASUN,14h 29' 27'',-,12,2013,,,,
16,"COFIDIS, SOLUTIONS CREDITS",14h 29' 27'',-,12,2013,,,,
17,ORICA GREENEDGE,14h 29' 27'',-,12,2013,,,,
18,BELKIN PRO CYCLING,14h 29' 27'',-,12,2013,,,,
19,LOTTO-BELISOL,14h 29' 27'',-,12,2013,,,,
20,ASTANA PRO TEAM,14h 29' 27'',-,12,2013,,,,
21,GARMIN - SHARP,14h 29' 27'',-,12,2013,,,,
22,RADIOSHACK LEOPARD,14h 29' 27'',-,12,2013,,,,
1,OMEGA PHARMA-QUICK STEP,11h 00' 30'',-,13,2013,,,,
2,TEAM SAXO-TINKOFF,11h 00' 33'',+ 00h 00' 03'',13,2013,,,,
3,BELKIN PRO CYCLING,11h 01' 33'',+ 00h 01' 03'',13,2013,,,,
4,CANNONDALE,11h 01' 52'',+ 00h 01' 22'',13,2013,,,,
5,GARMIN - SHARP,11h 03' 51'',+ 00h 03' 21'',13,2013,,,,
6,BMC RACING TEAM,11h 03' 51'',+ 00h 03' 21'',13,2013,,,,
7,FDJ.FR,11h 03' 51'',+ 00h 03' 21'',13,2013,,,,
8,RADIOSHACK LEOPARD,11h 03' 51'',+ 00h 03' 21'',13,2013,,,,
9,KATUSHA TEAM,11h 03' 51'',+ 00h 03' 21'',13,2013,,,,
10,LOTTO-BELISOL,11h 03' 51'',+ 00h 03' 21'',13,2013,,,,
11,AG2R LA MONDIALE,11h 03' 51'',+ 00h 03' 21'',13,2013,,,,
12,SKY PROCYCLING,11h 06' 06'',+ 00h 05' 36'',13,2013,,,,
13,TEAM ARGOS-SHIMANO,11h 08' 11'',+ 00h 07' 41'',13,2013,,,,
14,ASTANA PRO TEAM,11h 11' 27'',+ 00h 10' 57'',13,2013,,,,
15,MOVISTAR TEAM,11h 21' 21'',+ 00h 20' 51'',13,2013,,,,
16,SOJASUN,11h 21' 21'',+ 00h 20' 51'',13,2013,,,,
17,ORICA GREENEDGE,11h 21' 21'',+ 00h 20' 51'',13,2013,,,,
18,"COFIDIS, SOLUTIONS CREDITS",11h 21' 21'',+ 00h 20' 51'',13,2013,,,,
19,VACANSOLEIL-DCM,11h 30' 06'',+ 00h 29' 36'',13,2013,,,,
20,EUSKALTEL - EUSKADI,11h 30' 06'',+ 00h 29' 36'',13,2013,,,,
21,TEAM EUROPCAR,11h 30' 06'',+ 00h 29' 36'',13,2013,,,,
22,LAMPRE - MERIDA,11h 30' 19'',+ 00h 29' 49'',13,2013,,,,
1,MOVISTAR TEAM,12h 53' 36'',-,14,2013,,,,
2,BMC RACING TEAM,12h 54' 35'',+ 00h 00' 59'',14,2013,,,,
3,GARMIN - SHARP,12h 57' 21'',+ 00h 03' 45'',14,2013,,,,
4,RADIOSHACK LEOPARD,12h 57' 21'',+ 00h 03' 45'',14,2013,,,,
5,LOTTO-BELISOL,13h 00' 07'',+ 00h 06' 31'',14,2013,,,,
6,TEAM ARGOS-SHIMANO,13h 00' 07'',+ 00h 06' 31'',14,2013,,,,
7,KATUSHA TEAM,13h 00' 07'',+ 00h 06' 31'',14,2013,,,,
8,"COFIDIS, SOLUTIONS CREDITS",13h 00' 07'',+ 00h 06' 31'',14,2013,,,,
9,ORICA GREENEDGE,13h 00' 07'',+ 00h 06' 31'',14,2013,,,,
10,OMEGA PHARMA-QUICK STEP,13h 00' 07'',+ 00h 06' 31'',14,2013,,,,
11,TEAM EUROPCAR,13h 00' 07'',+ 00h 06' 31'',14,2013,,,,
12,SOJASUN,13h 00' 07'',+ 00h 06' 31'',14,2013,,,,
13,FDJ.FR,13h 00' 07'',+ 00h 06' 31'',14,2013,,,,
14,AG2R LA MONDIALE,13h 00' 17'',+ 00h 06' 41'',14,2013,,,,
15,SKY PROCYCLING,13h 07' 24'',+ 00h 13' 48'',14,2013,,,,
16,TEAM SAXO-TINKOFF,13h 07' 24'',+ 00h 13' 48'',14,2013,,,,
17,BELKIN PRO CYCLING,13h 07' 24'',+ 00h 13' 48'',14,2013,,,,
18,ASTANA PRO TEAM,13h 07' 24'',+ 00h 13' 48'',14,2013,,,,
19,EUSKALTEL - EUSKADI,13h 07' 24'',+ 00h 13' 48'',14,2013,,,,
20,CANNONDALE,13h 07' 24'',+ 00h 13' 48'',14,2013,,,,
21,VACANSOLEIL-DCM,13h 07' 24'',+ 00h 13' 48'',14,2013,,,,
22,LAMPRE - MERIDA,13h 07' 24'',+ 00h 13' 48'',14,2013,,,,
1,TEAM SAXO-TINKOFF,17h 32' 01'',-,15,2013,,,,
2,BELKIN PRO CYCLING,17h 33' 05'',+ 00h 01' 04'',15,2013,,,,
3,AG2R LA MONDIALE,17h 36' 34'',+ 00h 04' 33'',15,2013,,,,
4,KATUSHA TEAM,17h 40' 51'',+ 00h 08' 50'',15,2013,,,,
5,SKY PROCYCLING,17h 41' 42'',+ 00h 09' 41'',15,2013,,,,
6,MOVISTAR TEAM,17h 41' 50'',+ 00h 09' 49'',15,2013,,,,
7,RADIOSHACK LEOPARD,17h 43' 36'',+ 00h 11' 35'',15,2013,,,,
8,EUSKALTEL - EUSKADI,17h 45' 01'',+ 00h 13' 00'',15,2013,,,,
9,OMEGA PHARMA-QUICK STEP,17h 51' 42'',+ 00h 19' 41'',15,2013,,,,
10,BMC RACING TEAM,17h 52' 33'',+ 00h 20' 32'',15,2013,,,,
11,"COFIDIS, SOLUTIONS CREDITS",17h 52' 33'',+ 00h 20' 32'',15,2013,,,,
12,GARMIN - SHARP,17h 54' 49'',+ 00h 22' 48'',15,2013,,,,
13,SOJASUN,18h 00' 13'',+ 00h 28' 12'',15,2013,,,,
14,LOTTO-BELISOL,18h 03' 45'',+ 00h 31' 44'',15,2013,,,,
15,TEAM EUROPCAR,18h 04' 46'',+ 00h 32' 45'',15,2013,,,,
16,ASTANA PRO TEAM,18h 06' 38'',+ 00h 34' 37'',15,2013,,,,
17,VACANSOLEIL-DCM,18h 20' 19'',+ 00h 48' 18'',15,2013,,,,
18,FDJ.FR,18h 24' 14'',+ 00h 52' 13'',15,2013,,,,
19,ORICA GREENEDGE,18h 25' 45'',+ 00h 53' 44'',15,2013,,,,
20,TEAM ARGOS-SHIMANO,18h 26' 28'',+ 00h 54' 27'',15,2013,,,,
21,LAMPRE - MERIDA,18h 33' 28'',+ 01h 01' 27'',15,2013,,,,
22,CANNONDALE,18h 49' 55'',+ 01h 17' 54'',15,2013,,,,
1,RADIOSHACK LEOPARD,11h 42' 27'',-,16,2013,,,,
2,"COFIDIS, SOLUTIONS CREDITS",11h 53' 10'',+ 00h 10' 43'',16,2013,,,,
3,TEAM EUROPCAR,11h 53' 46'',+ 00h 11' 19'',16,2013,,,,
4,VACANSOLEIL-DCM,11h 54' 46'',+ 00h 12' 19'',16,2013,,,,
5,AG2R LA MONDIALE,11h 54' 47'',+ 00h 12' 20'',16,2013,,,,
6,BMC RACING TEAM,11h 56' 54'',+ 00h 14' 27'',16,2013,,,,
7,MOVISTAR TEAM,12h 00' 31'',+ 00h 18' 04'',16,2013,,,,
8,TEAM SAXO-TINKOFF,12h 01' 57'',+ 00h 19' 30'',16,2013,,,,
9,KATUSHA TEAM,12h 03' 28'',+ 00h 21' 01'',16,2013,,,,
10,GARMIN - SHARP,12h 03' 35'',+ 00h 21' 08'',16,2013,,,,
11,ORICA GREENEDGE,12h 03' 58'',+ 00h 21' 31'',16,2013,,,,
12,OMEGA PHARMA-QUICK STEP,12h 04' 53'',+ 00h 22' 26'',16,2013,,,,
13,SOJASUN,12h 05' 43'',+ 00h 23' 16'',16,2013,,,,
14,EUSKALTEL - EUSKADI,12h 07' 13'',+ 00h 24' 46'',16,2013,,,,
15,FDJ.FR,12h 09' 17'',+ 00h 26' 50'',16,2013,,,,
16,LAMPRE - MERIDA,12h 11' 30'',+ 00h 29' 03'',16,2013,,,,
17,BELKIN PRO CYCLING,12h 14' 18'',+ 00h 31' 51'',16,2013,,,,
18,SKY PROCYCLING,12h 17' 25'',+ 00h 34' 58'',16,2013,,,,
19,TEAM ARGOS-SHIMANO,12h 17' 47'',+ 00h 35' 20'',16,2013,,,,
20,LOTTO-BELISOL,12h 21' 22'',+ 00h 38' 55'',16,2013,,,,
21,ASTANA PRO TEAM,12h 26' 33'',+ 00h 44' 06'',16,2013,,,,
22,CANNONDALE,12h 40' 14'',+ 00h 57' 47'',16,2013,,,,
1,TEAM SAXO-TINKOFF,02h 37' 36'',-,17,2013,,,,
2,MOVISTAR TEAM,02h 39' 35'',+ 00h 01' 59'',17,2013,,,,
3,OMEGA PHARMA-QUICK STEP,02h 42' 07'',+ 00h 04' 31'',17,2013,,,,
4,RADIOSHACK LEOPARD,02h 42' 09'',+ 00h 04' 33'',17,2013,,,,
5,GARMIN - SHARP,02h 42' 49'',+ 00h 05' 13'',17,2013,,,,
6,KATUSHA TEAM,02h 43' 21'',+ 00h 05' 45'',17,2013,,,,
7,"COFIDIS, SOLUTIONS CREDITS",02h 43' 53'',+ 00h 06' 17'',17,2013,,,,
8,FDJ.FR,02h 43' 56'',+ 00h 06' 20'',17,2013,,,,
9,SKY PROCYCLING,02h 44' 07'',+ 00h 06' 31'',17,2013,,,,
10,BELKIN PRO CYCLING,02h 44' 12'',+ 00h 06' 36'',17,2013,,,,
11,EUSKALTEL - EUSKADI,02h 44' 17'',+ 00h 06' 41'',17,2013,,,,
12,AG2R LA MONDIALE,02h 44' 57'',+ 00h 07' 21'',17,2013,,,,
13,VACANSOLEIL-DCM,02h 45' 01'',+ 00h 07' 25'',17,2013,,,,
14,CANNONDALE,02h 45' 33'',+ 00h 07' 57'',17,2013,,,,
15,BMC RACING TEAM,02h 45' 54'',+ 00h 08' 18'',17,2013,,,,
16,SOJASUN,02h 47' 00'',+ 00h 09' 24'',17,2013,,,,
17,TEAM ARGOS-SHIMANO,02h 48' 23'',+ 00h 10' 47'',17,2013,,,,
18,ASTANA PRO TEAM,02h 48' 36'',+ 00h 11' 00'',17,2013,,,,
19,ORICA GREENEDGE,02h 49' 48'',+ 00h 12' 12'',17,2013,,,,
20,LAMPRE - MERIDA,02h 50' 23'',+ 00h 12' 47'',17,2013,,,,
21,LOTTO-BELISOL,02h 51' 08'',+ 00h 13' 32'',17,2013,,,,
22,TEAM EUROPCAR,02h 51' 57'',+ 00h 14' 21'',17,2013,,,,
1,AG2R LA MONDIALE,14h 45' 58'',-,18,2013,,,,
2,TEAM SAXO-TINKOFF,14h 48' 07'',+ 00h 02' 09'',18,2013,,,,
3,BELKIN PRO CYCLING,14h 54' 11'',+ 00h 08' 13'',18,2013,,,,
4,SKY PROCYCLING,14h 57' 24'',+ 00h 11' 26'',18,2013,,,,
5,RADIOSHACK LEOPARD,14h 59' 14'',+ 00h 13' 16'',18,2013,,,,
6,EUSKALTEL - EUSKADI,14h 59' 21'',+ 00h 13' 23'',18,2013,,,,
7,MOVISTAR TEAM,14h 59' 52'',+ 00h 13' 54'',18,2013,,,,
8,FDJ.FR,15h 00' 56'',+ 00h 14' 58'',18,2013,,,,
9,LAMPRE - MERIDA,15h 03' 15'',+ 00h 17' 17'',18,2013,,,,
10,TEAM EUROPCAR,15h 03' 57'',+ 00h 17' 59'',18,2013,,,,
11,OMEGA PHARMA-QUICK STEP,15h 04' 24'',+ 00h 18' 26'',18,2013,,,,
12,GARMIN - SHARP,15h 05' 09'',+ 00h 19' 11'',18,2013,,,,
13,KATUSHA TEAM,15h 05' 15'',+ 00h 19' 17'',18,2013,,,,
14,CANNONDALE,15h 07' 00'',+ 00h 21' 02'',18,2013,,,,
15,BMC RACING TEAM,15h 14' 07'',+ 00h 28' 09'',18,2013,,,,
16,"COFIDIS, SOLUTIONS CREDITS",15h 15' 08'',+ 00h 29' 10'',18,2013,,,,
17,VACANSOLEIL-DCM,15h 25' 18'',+ 00h 39' 20'',18,2013,,,,
18,LOTTO-BELISOL,15h 27' 58'',+ 00h 42' 00'',18,2013,,,,
19,ASTANA PRO TEAM,15h 33' 16'',+ 00h 47' 18'',18,2013,,,,
20,SOJASUN,15h 33' 34'',+ 00h 47' 36'',18,2013,,,,
21,TEAM ARGOS-SHIMANO,15h 47' 26'',+ 01h 01' 28'',18,2013,,,,
22,ORICA GREENEDGE,15h 54' 59'',+ 01h 09' 01'',18,2013,,,,
1,RADIOSHACK LEOPARD,18h 08' 19'',-,19,2013,,,,
2,MOVISTAR TEAM,18h 08' 27'',+ 00h 00' 08'',19,2013,,,,
3,EUSKALTEL - EUSKADI,18h 16' 47'',+ 00h 08' 28'',19,2013,,,,
4,TEAM SAXO-TINKOFF,18h 17' 09'',+ 00h 08' 50'',19,2013,,,,
5,BELKIN PRO CYCLING,18h 17' 56'',+ 00h 09' 37'',19,2013,,,,
6,"COFIDIS, SOLUTIONS CREDITS",18h 18' 23'',+ 00h 10' 04'',19,2013,,,,
7,AG2R LA MONDIALE,18h 18' 41'',+ 00h 10' 22'',19,2013,,,,
8,FDJ.FR,18h 21' 50'',+ 00h 13' 31'',19,2013,,,,
9,KATUSHA TEAM,18h 25' 14'',+ 00h 16' 55'',19,2013,,,,
10,TEAM EUROPCAR,18h 29' 49'',+ 00h 21' 30'',19,2013,,,,
11,TEAM ARGOS-SHIMANO,18h 33' 10'',+ 00h 24' 51'',19,2013,,,,
12,OMEGA PHARMA-QUICK STEP,18h 38' 22'',+ 00h 30' 03'',19,2013,,,,
13,SKY PROCYCLING,18h 38' 24'',+ 00h 30' 05'',19,2013,,,,
14,SOJASUN,18h 44' 40'',+ 00h 36' 21'',19,2013,,,,
15,VACANSOLEIL-DCM,18h 46' 32'',+ 00h 38' 13'',19,2013,,,,
16,CANNONDALE,18h 53' 46'',+ 00h 45' 27'',19,2013,,,,
17,GARMIN - SHARP,18h 54' 29'',+ 00h 46' 10'',19,2013,,,,
18,BMC RACING TEAM,18h 54' 53'',+ 00h 46' 34'',19,2013,,,,
19,LOTTO-BELISOL,18h 56' 01'',+ 00h 47' 42'',19,2013,,,,
20,LAMPRE - MERIDA,18h 56' 27'',+ 00h 48' 08'',19,2013,,,,
