Rank,Rider,Rider No.,Team,Times,Gap,B,P,Stages,Year
138,BARTOSZ HUZARSKI,196,BORA-ARGON 18,04h 42' 11'',+ 00h 29' 54'',,,17,2015
139,JENS DEBUSSCHERE,74,LOTTO-SOUDAL,04h 42' 11'',+ 00h 29' 54'',,,17,2015
140,RAMUNAS NAVARDAUSKAS,168,TEAM CANNONDALE-GARMIN,04h 42' 11'',+ 00h 29' 54'',,,17,2015
141,SEP VANMARCKE,139,TEAM LOTTO NL - JUMBO,04h 42' 11'',+ 00h 29' 54'',,,17,2015
142,LUKE DURBRIDGE,103,ORICA GREENEDGE,04h 42' 11'',+ 00h 29' 54'',,,17,2015
143,THOMAS LEEZER,134,TEAM LOTTO NL - JUMBO,04h 42' 11'',+ 00h 29' 54'',,,17,2015
144,MANUEL QUINZIATO,65,BMC RACING TEAM,04h 42' 11'',+ 00h 29' 54'',,,17,2015
145,CHRISTOPHE LAPORTE,173,"COFIDIS, SOLUTIONS CREDITS",04h 42' 11'',+ 00h 29' 54'',,,17,2015
146,JACOPO GUARNIERI,93,TEAM KATUSHA,04h 42' 11'',+ 00h 29' 54'',,,17,2015
147,JULIEN VERMOTE,119,ETIXX-QUICK STEP,04h 42' 11'',+ 00h 29' 54'',,,17,2015
148,JOS VAN EMDEN,138,TEAM LOTTO NL - JUMBO,04h 42' 11'',+ 00h 29' 54'',,,17,2015
149,ANDRÉ GREIPEL,75,LOTTO-SOUDAL,04h 42' 11'',+ 00h 29' 54'',,,17,2015
150,MATTHIAS BRÄNDLE,182,IAM CYCLING,04h 42' 11'',+ 00h 29' 54'',,,17,2015
151,MARCEL SIEBERG,78,LOTTO-SOUDAL,04h 42' 11'',+ 00h 29' 54'',,,17,2015
152,MARCO HALLER,94,TEAM KATUSHA,04h 42' 11'',+ 00h 29' 54'',,,17,2015
153,ARNAUD DEMARE,24,FDJ,04h 42' 11'',+ 00h 29' 54'',,,17,2015
154,EDVALD BOASSON-HAGEN,211,MTN-QHUBEKA,04h 42' 11'',+ 00h 29' 54'',,,17,2015
155,SIMON YATES,109,ORICA GREENEDGE,04h 42' 11'',+ 00h 29' 54'',,,17,2015
156,ALEXANDER KRISTOFF,96,TEAM KATUSHA,04h 42' 11'',+ 00h 29' 54'',,,17,2015
157,SVEIN TUFT,106,ORICA GREENEDGE,04h 42' 11'',+ 00h 29' 54'',,,17,2015
158,LAURENS TEN DAM,137,TEAM LOTTO NL - JUMBO,04h 42' 11'',+ 00h 29' 54'',,,17,2015
159,STEPHEN CUMMINGS,212,MTN-QHUBEKA,04h 42' 11'',+ 00h 29' 54'',,,17,2015
160,TIM WELLENS,79,LOTTO-SOUDAL,04h 42' 11'',+ 00h 29' 54'',,,17,2015
161,PIETER WEENING,107,ORICA GREENEDGE,04h 42' 11'',+ 00h 29' 54'',,,17,2015
162,IAN STANNARD,38,TEAM SKY,04h 42' 11'',+ 00h 29' 54'',,,17,2015
163,LOUIS MEINTJES,217,MTN-QHUBEKA,04h 49' 26'',+ 00h 37' 09'',,,17,2015
1,ROMAIN BARDET,12,AG2R LA MONDIALE,05h 03' 40'',-,,,18,2015
2,PIERRE ROLLAND,121,TEAM EUROPCAR,05h 04' 13'',+ 00h 00' 33'',,,18,2015
3,WINNER ANACONA,52,MOVISTAR TEAM,05h 04' 39'',+ 00h 00' 59'',,,18,2015
4,BOB JUNGELS,147,TREK FACTORY RACING,05h 04' 39'',+ 00h 00' 59'',,,18,2015
5,JAKOB FUGLSANG,3,ASTANA PRO TEAM,05h 04' 39'',+ 00h 00' 59'',,,18,2015
6,SERGE PAUWELS,218,MTN-QHUBEKA,05h 04' 41'',+ 00h 01' 01'',,,18,2015
7,CYRIL GAUTIER,123,TEAM EUROPCAR,05h 05' 30'',+ 00h 01' 50'',,,18,2015
8,DAMIANO CARUSO,62,BMC RACING TEAM,05h 05' 30'',+ 00h 01' 50'',,,18,2015
9,ANDREW TALANSKY,161,TEAM CANNONDALE-GARMIN,05h 05' 35'',+ 00h 01' 55'',,,18,2015
10,WARREN BARGUIL,82,TEAM GIANT-ALPECIN,05h 06' 42'',+ 00h 03' 02'',,,18,2015
11,ROBERT GESINK,131,TEAM LOTTO NL - JUMBO,05h 06' 42'',+ 00h 03' 02'',,,18,2015
12,CHRIS FROOME,31,TEAM SKY,05h 06' 42'',+ 00h 03' 02'',,,18,2015
13,ALEJANDRO VALVERDE,59,MOVISTAR TEAM,05h 06' 42'',+ 00h 03' 02'',,,18,2015
14,GERAINT THOMAS,39,TEAM SKY,05h 06' 42'',+ 00h 03' 02'',,,18,2015
15,ALBERTO CONTADOR,41,TINKOFF-SAXO,05h 06' 42'',+ 00h 03' 02'',,,18,2015
16,MATHIAS FRANK,181,IAM CYCLING,05h 06' 42'',+ 00h 03' 02'',,,18,2015
17,NAIRO QUINTANA,51,MOVISTAR TEAM,05h 06' 42'',+ 00h 03' 02'',,,18,2015
18,VINCENZO NIBALI,1,ASTANA PRO TEAM,05h 06' 42'',+ 00h 03' 02'',,,18,2015
19,MICHELE SCARPONI,7,ASTANA PRO TEAM,05h 06' 42'',+ 00h 03' 02'',,,18,2015
20,SAMUEL SANCHEZ,66,BMC RACING TEAM,05h 07' 01'',+ 00h 03' 21'',,,18,2015
21,BAUKE MOLLEMA,141,TREK FACTORY RACING,05h 07' 01'',+ 00h 03' 21'',,,18,2015
22,RUBEN PLAZA MOLINA,156,LAMPRE - MERIDA,05h 08' 52'',+ 00h 05' 12'',,,18,2015
23,RAFAL MAJKA,45,TINKOFF-SAXO,05h 09' 13'',+ 00h 05' 33'',,,18,2015
24,TANEL KANGERT,6,ASTANA PRO TEAM,05h 10' 12'',+ 00h 06' 32'',,,18,2015
25,MIKAEL CHEREL,14,AG2R LA MONDIALE,05h 10' 25'',+ 00h 06' 45'',,,18,2015
26,LEOPOLD KONIG,33,TEAM SKY,05h 10' 36'',+ 00h 06' 56'',,,18,2015
27,JACQUES WILLEM JANSE VAN RENSBURG,214,MTN-QHUBEKA,05h 11' 40'',+ 00h 08' 00'',,,18,2015
28,RYDER HESJEDAL,164,TEAM CANNONDALE-GARMIN,05h 12' 12'',+ 00h 08' 32'',,,18,2015
29,JONATHAN CASTROVIEJO NICOLAS,53,MOVISTAR TEAM,05h 12' 40'',+ 00h 09' 00'',,,18,2015
30,JAN BARTA,192,BORA-ARGON 18,05h 12' 59'',+ 00h 09' 19'',,,18,2015
31,FLORIAN VACHON,209,BRETAGNE - SECHE ENVIRONNEMENT,05h 12' 59'',+ 00h 09' 19'',,,18,2015
32,THOMAS VOECKLER,129,TEAM EUROPCAR,05h 12' 59'',+ 00h 09' 19'',,,18,2015
33,ROMAN KREUZIGER,44,TINKOFF-SAXO,05h 13' 02'',+ 00h 09' 22'',,,18,2015
34,STEVEN KRUIJSWIJK,133,TEAM LOTTO NL - JUMBO,05h 14' 43'',+ 00h 11' 03'',,,18,2015
35,JOAQUIN RODRIGUEZ OLIVER,91,TEAM KATUSHA,05h 18' 06'',+ 00h 14' 26'',,,18,2015
36,JAN BAKELANTS,13,AG2R LA MONDIALE,05h 18' 31'',+ 00h 14' 51'',,,18,2015
37,DANILO WYSS,69,BMC RACING TEAM,05h 18' 31'',+ 00h 14' 51'',,,18,2015
38,NELSON OLIVEIRA,155,LAMPRE - MERIDA,05h 18' 31'',+ 00h 14' 51'',,,18,2015
39,PIERRE LUC PERICHON,208,BRETAGNE - SECHE ENVIRONNEMENT,05h 19' 21'',+ 00h 15' 41'',,,18,2015
40,NICOLAS ROCHE,36,TEAM SKY,05h 19' 21'',+ 00h 15' 41'',,,18,2015
41,WOUT POELS,34,TEAM SKY,05h 19' 21'',+ 00h 15' 41'',,,18,2015
42,GORKA IZAGIRRE INSAUSTI,57,MOVISTAR TEAM,05h 19' 45'',+ 00h 16' 05'',,,18,2015
43,STEF CLEMENT,184,IAM CYCLING,05h 19' 49'',+ 00h 16' 09'',,,18,2015
44,THIBAUT PINOT,21,FDJ,05h 19' 52'',+ 00h 16' 12'',,,18,2015
45,LUIS ANGEL MATE MARDONES,174,"COFIDIS, SOLUTIONS CREDITS",05h 20' 36'',+ 00h 16' 56'',,,18,2015
46,DANIEL MARTIN,167,TEAM CANNONDALE-GARMIN,05h 20' 51'',+ 00h 17' 11'',,,18,2015
47,REINARDT JANSE VAN RENSBURG,215,MTN-QHUBEKA,05h 21' 08'',+ 00h 17' 28'',,,18,2015
48,THOMAS DE GENDT,73,LOTTO-SOUDAL,05h 22' 13'',+ 00h 18' 33'',,,18,2015
49,DANIEL OSS,64,BMC RACING TEAM,05h 22' 24'',+ 00h 18' 44'',,,18,2015
50,GEORG PREIDLER,87,TEAM GIANT-ALPECIN,05h 22' 24'',+ 00h 18' 44'',,,18,2015
51,MARCEL WYSS,189,IAM CYCLING,05h 22' 24'',+ 00h 18' 44'',,,18,2015
52,BRAM TANKINK,136,TEAM LOTTO NL - JUMBO,05h 22' 24'',+ 00h 18' 44'',,,18,2015
53,RICHIE PORTE,35,TEAM SKY,05h 22' 24'',+ 00h 18' 44'',,,18,2015
54,MICHAEL ROGERS,46,TINKOFF-SAXO,05h 22' 24'',+ 00h 18' 44'',,,18,2015
55,MICHAEL MATTHEWS,105,ORICA GREENEDGE,05h 22' 24'',+ 00h 18' 44'',,,18,2015
56,SIMON YATES,109,ORICA GREENEDGE,05h 22' 24'',+ 00h 18' 44'',,,18,2015
57,PAUL MARTENS,135,TEAM LOTTO NL - JUMBO,05h 22' 24'',+ 00h 18' 44'',,,18,2015
58,ROMAIN SICARD,127,TEAM EUROPCAR,05h 22' 24'',+ 00h 18' 44'',,,18,2015
59,MICHAEL SCHÄR,67,BMC RACING TEAM,05h 22' 24'',+ 00h 18' 44'',,,18,2015
60,CHRISTOPHE RIBLON,17,AG2R LA MONDIALE,05h 22' 24'',+ 00h 18' 44'',,,18,2015
61,JEAN-CHRISTOPHE PÉRAUD,11,AG2R LA MONDIALE,05h 22' 24'',+ 00h 18' 44'',,,18,2015
62,IMANOL ERVITI,55,MOVISTAR TEAM,05h 22' 24'',+ 00h 18' 44'',,,18,2015
63,LIEUWE WESTRA,9,ASTANA PRO TEAM,05h 24' 37'',+ 00h 20' 57'',,,18,2015
64,MATTHIEU LADAGNOUS,26,FDJ,05h 25' 28'',+ 00h 21' 48'',,,18,2015
65,PIERRICK FEDRIGO,204,BRETAGNE - SECHE ENVIRONNEMENT,05h 31' 08'',+ 00h 27' 28'',,,18,2015
66,FRÉDERIC BRUN,202,BRETAGNE - SECHE ENVIRONNEMENT,05h 31' 08'',+ 00h 27' 28'',,,18,2015
67,JÉRÉMY ROY,28,FDJ,05h 31' 08'',+ 00h 27' 28'',,,18,2015
68,PERRIG QUEMENEUR,126,TEAM EUROPCAR,05h 31' 08'',+ 00h 27' 28'',,,18,2015
69,LARS BAK YTTING,72,LOTTO-SOUDAL,05h 31' 08'',+ 00h 27' 28'',,,18,2015
70,ANTHONY DELAPLACE,203,BRETAGNE - SECHE ENVIRONNEMENT,05h 31' 08'',+ 00h 27' 28'',,,18,2015
71,RETO HOLLENSTEIN,187,IAM CYCLING,05h 31' 08'',+ 00h 27' 28'',,,18,2015
72,HAIMAR ZUBELDIA,149,TREK FACTORY RACING,05h 31' 08'',+ 00h 27' 28'',,,18,2015
73,MARTIN ELMIGER,186,IAM CYCLING,05h 31' 08'',+ 00h 27' 28'',,,18,2015
74,GREGORY RAST,148,TREK FACTORY RACING,05h 31' 08'',+ 00h 27' 28'',,,18,2015
75,ANDREY GRIVKO,4,ASTANA PRO TEAM,05h 31' 08'',+ 00h 27' 28'',,,18,2015
76,KRISTIJAN KOREN,165,TEAM CANNONDALE-GARMIN,05h 31' 08'',+ 00h 27' 28'',,,18,2015
77,MICHAEL VALGREN HUNDAHL,49,TINKOFF-SAXO,05h 31' 08'',+ 00h 27' 28'',,,18,2015
78,MANUEL QUINZIATO,65,BMC RACING TEAM,05h 31' 08'',+ 00h 27' 28'',,,18,2015
79,GIANPAOLO CARUSO,92,TEAM KATUSHA,05h 31' 08'',+ 00h 27' 28'',,,18,2015
80,WILCO KELDERMAN,132,TEAM LOTTO NL - JUMBO,05h 31' 08'',+ 00h 27' 28'',,,18,2015
81,SEP VANMARCKE,139,TEAM LOTTO NL - JUMBO,05h 31' 08'',+ 00h 27' 28'',,,18,2015
82,DMITRIY GRUZDEV,5,ASTANA PRO TEAM,05h 31' 08'',+ 00h 27' 28'',,,18,2015
83,MARKEL IRIZAR ARRANBURU,146,TREK FACTORY RACING,05h 31' 08'',+ 00h 27' 28'',,,18,2015
84,TIM WELLENS,79,LOTTO-SOUDAL,05h 31' 08'',+ 00h 27' 28'',,,18,2015
85,ROHAN DENNIS,63,BMC RACING TEAM,05h 31' 08'',+ 00h 27' 28'',,,18,2015
86,KOEN DE KORT,84,TEAM GIANT-ALPECIN,05h 31' 08'',+ 00h 27' 28'',,,18,2015
87,JOSE HERRADA LOPEZ,56,MOVISTAR TEAM,05h 31' 08'',+ 00h 27' 28'',,,18,2015
88,LUKE ROWE,37,TEAM SKY,05h 31' 08'',+ 00h 27' 28'',,,18,2015
89,JULIAN ARREDONDO MORENO,142,TREK FACTORY RACING,05h 31' 08'',+ 00h 27' 28'',,,18,2015
90,JARLINSON PANTANO GOMEZ,188,IAM CYCLING,05h 31' 08'',+ 00h 27' 28'',,,18,2015
91,IAN STANNARD,38,TEAM SKY,05h 31' 08'',+ 00h 27' 28'',,,18,2015
92,ADAM JAMES HANSEN,76,LOTTO-SOUDAL,05h 34' 38'',+ 00h 30' 58'',,,18,2015
93,DYLAN VAN BAARLE,169,TEAM CANNONDALE-GARMIN,05h 34' 38'',+ 00h 30' 58'',,,18,2015
94,MATTEO BONO,152,LAMPRE - MERIDA,05h 34' 38'',+ 00h 30' 58'',,,18,2015
95,KRISTIJAN ÐURASEK,154,LAMPRE - MERIDA,05h 34' 38'',+ 00h 30' 58'',,,18,2015
96,BARTOSZ HUZARSKI,196,BORA-ARGON 18,05h 34' 38'',+ 00h 30' 58'',,,18,2015
97,FLORIAN SENECHAL,176,"COFIDIS, SOLUTIONS CREDITS",05h 34' 38'',+ 00h 30' 58'',,,18,2015
98,ARNAUD GERARD,207,BRETAGNE - SECHE ENVIRONNEMENT,05h 34' 38'',+ 00h 30' 58'',,,18,2015
99,NICOLAS EDET,172,"COFIDIS, SOLUTIONS CREDITS",05h 34' 38'',+ 00h 30' 58'',,,18,2015
100,ADAM YATES,108,ORICA GREENEDGE,05h 38' 12'',+ 00h 34' 32'',,,18,2015
101,JOSÉ SERPA,158,LAMPRE - MERIDA,05h 39' 31'',+ 00h 35' 51'',,,18,2015
102,ZDENEK STYBAR,116,ETIXX-QUICK STEP,05h 39' 31'',+ 00h 35' 51'',,,18,2015
103,MARK CAVENDISH,112,ETIXX-QUICK STEP,05h 39' 31'',+ 00h 35' 51'',,,18,2015
104,ROY CURVERS,83,TEAM GIANT-ALPECIN,05h 39' 31'',+ 00h 35' 51'',,,18,2015
105,STEPHEN CUMMINGS,212,MTN-QHUBEKA,05h 39' 31'',+ 00h 35' 51'',,,18,2015
106,JULIEN VERMOTE,119,ETIXX-QUICK STEP,05h 39' 31'',+ 00h 35' 51'',,,18,2015
107,JOHN DEGENKOLB,81,TEAM GIANT-ALPECIN,05h 39' 31'',+ 00h 35' 51'',,,18,2015
108,SYLVAIN CHAVANEL,183,IAM CYCLING,05h 39' 31'',+ 00h 35' 51'',,,18,2015
109,FILIPPO POZZATO,157,LAMPRE - MERIDA,05h 39' 31'',+ 00h 35' 51'',,,18,2015
110,ALBERT TIMMER,89,TEAM GIANT-ALPECIN,05h 39' 31'',+ 00h 35' 51'',,,18,2015
111,ALEXIS VUILLERMOZ,19,AG2R LA MONDIALE,05h 39' 31'',+ 00h 35' 51'',,,18,2015
112,MICHAL GOLAS,113,ETIXX-QUICK STEP,05h 39' 31'',+ 00h 35' 51'',,,18,2015
113,ALEXANDRE GENIEZ,25,FDJ,05h 39' 31'',+ 00h 35' 51'',,,18,2015
114,BENOÎT VAUGRENARD,29,FDJ,05h 39' 31'',+ 00h 35' 51'',,,18,2015
115,PAUL VOSS,199,BORA-ARGON 18,05h 39' 31'',+ 00h 35' 51'',,,18,2015
116,RAFAEL VALLS,159,LAMPRE - MERIDA,05h 39' 31'',+ 00h 35' 51'',,,18,2015
117,MATTEO TRENTIN,117,ETIXX-QUICK STEP,05h 39' 31'',+ 00h 35' 51'',,,18,2015
118,JULIEN SIMON,177,"COFIDIS, SOLUTIONS CREDITS",05h 39' 31'',+ 00h 35' 51'',,,18,2015
119,RAMUNAS NAVARDAUSKAS,168,TEAM CANNONDALE-GARMIN,05h 39' 31'',+ 00h 35' 51'',,,18,2015
120,MERHAWI KUDUS,216,MTN-QHUBEKA,05h 39' 31'',+ 00h 35' 51'',,,18,2015
121,TIAGO MACHADO,98,TEAM KATUSHA,05h 39' 31'',+ 00h 35' 51'',,,18,2015
122,EDVALD BOASSON-HAGEN,211,MTN-QHUBEKA,05h 39' 31'',+ 00h 35' 51'',,,18,2015
123,ANDRÉ GREIPEL,75,LOTTO-SOUDAL,05h 39' 31'',+ 00h 35' 51'',,,18,2015
124,ARMINDO FONSECA,206,BRETAGNE - SECHE ENVIRONNEMENT,05h 39' 31'',+ 00h 35' 51'',,,18,2015
125,MATTEO TOSATTO,48,TINKOFF-SAXO,05h 39' 31'',+ 00h 35' 51'',,,18,2015
126,ADRIANO MALORI,58,MOVISTAR TEAM,05h 39' 31'',+ 00h 35' 51'',,,18,2015
127,TONY GALLOPIN,71,LOTTO-SOUDAL,05h 39' 31'',+ 00h 35' 51'',,,18,2015
128,BRYAN NAULLEAU,125,TEAM EUROPCAR,05h 39' 31'',+ 00h 35' 51'',,,18,2015
129,DANIEL TEKLEHAIMANOT,219,MTN-QHUBEKA,05h 39' 31'',+ 00h 35' 51'',,,18,2015
130,ANGELO TULIK,128,TEAM EUROPCAR,05h 39' 31'',+ 00h 35' 51'',,,18,2015
131,JACOPO GUARNIERI,93,TEAM KATUSHA,05h 39' 31'',+ 00h 35' 51'',,,18,2015
132,PIETER WEENING,107,ORICA GREENEDGE,05h 39' 31'',+ 00h 35' 51'',,,18,2015
133,ALBERTO LOSADA ALGUACIL,97,TEAM KATUSHA,05h 39' 31'',+ 00h 35' 51'',,,18,2015
134,RIGOBERTO URAN,118,ETIXX-QUICK STEP,05h 39' 31'',+ 00h 35' 51'',,,18,2015
135,GEOFFREY SOUPE,178,"COFIDIS, SOLUTIONS CREDITS",05h 39' 31'',+ 00h 35' 51'',,,18,2015
136,CHRISTOPHE LAPORTE,173,"COFIDIS, SOLUTIONS CREDITS",05h 39' 31'',+ 00h 35' 51'',,,18,2015
137,PETER SAGAN,47,TINKOFF-SAXO,05h 39' 31'',+ 00h 35' 51'',,,18,2015
138,EMANUEL BUCHMANN,194,BORA-ARGON 18,05h 39' 31'',+ 00h 35' 51'',,,18,2015
139,DAVIDE CIMOLAI,153,LAMPRE - MERIDA,05h 39' 31'',+ 00h 35' 51'',,,18,2015
140,JOSÉ JOAO PIMANTA COSTA MENDES,197,BORA-ARGON 18,05h 39' 31'',+ 00h 35' 51'',,,18,2015
141,MARCEL SIEBERG,78,LOTTO-SOUDAL,05h 39' 31'',+ 00h 35' 51'',,,18,2015
142,SÉBASTIEN CHAVANEL,23,FDJ,05h 39' 31'',+ 00h 35' 51'',,,18,2015
143,BRICE FEILLU,205,BRETAGNE - SECHE ENVIRONNEMENT,05h 39' 31'',+ 00h 35' 51'',,,18,2015
144,YOHANN GENE,124,TEAM EUROPCAR,05h 39' 31'',+ 00h 35' 51'',,,18,2015
145,MARCO HALLER,94,TEAM KATUSHA,05h 39' 31'',+ 00h 35' 51'',,,18,2015
146,SVEIN TUFT,106,ORICA GREENEDGE,05h 39' 31'',+ 00h 35' 51'',,,18,2015
147,KENNETH VANBILSEN,179,"COFIDIS, SOLUTIONS CREDITS",05h 39' 31'',+ 00h 35' 51'',,,18,2015
148,LUKE DURBRIDGE,103,ORICA GREENEDGE,05h 39' 31'',+ 00h 35' 51'',,,18,2015
149,STIJN DEVOLDER,144,TREK FACTORY RACING,05h 39' 31'',+ 00h 35' 51'',,,18,2015
150,DANIEL NAVARRO GARCIA,175,"COFIDIS, SOLUTIONS CREDITS",05h 39' 31'',+ 00h 35' 51'',,,18,2015
151,LAURENS TEN DAM,137,TEAM LOTTO NL - JUMBO,05h 39' 31'',+ 00h 35' 51'',,,18,2015
152,JENS DEBUSSCHERE,74,LOTTO-SOUDAL,05h 39' 31'',+ 00h 35' 51'',,,18,2015
153,TYLER FARRAR,213,MTN-QHUBEKA,05h 39' 31'',+ 00h 35' 51'',,,18,2015
154,SIMON GESCHKE,86,TEAM GIANT-ALPECIN,05h 39' 31'',+ 00h 35' 51'',,,18,2015
155,JOS VAN EMDEN,138,TEAM LOTTO NL - JUMBO,05h 39' 31'',+ 00h 35' 51'',,,18,2015
156,THOMAS LEEZER,134,TEAM LOTTO NL - JUMBO,05h 39' 31'',+ 00h 35' 51'',,,18,2015
157,ALEXANDER KRISTOFF,96,TEAM KATUSHA,05h 39' 31'',+ 00h 35' 51'',,,18,2015
158,ARNAUD DEMARE,24,FDJ,05h 39' 31'',+ 00h 35' 51'',,,18,2015
159,MATTHIAS BRÄNDLE,182,IAM CYCLING,05h 39' 31'',+ 00h 35' 51'',,,18,2015
160,BRYAN COQUARD,122,TEAM EUROPCAR,05h 39' 31'',+ 00h 35' 51'',,,18,2015
161,DAMIEN GAUDIN,16,AG2R LA MONDIALE,05h 39' 31'',+ 00h 35' 51'',,,18,2015
1,VINCENZO NIBALI,1,ASTANA PRO TEAM,04h 22' 53'',-,,,19,2015
2,NAIRO QUINTANA,51,MOVISTAR TEAM,04h 23' 37'',+ 00h 00' 44'',,,19,2015
3,CHRIS FROOME,31,TEAM SKY,04h 24' 07'',+ 00h 01' 14'',,,19,2015
4,THIBAUT PINOT,21,FDJ,04h 25' 19'',+ 00h 02' 26'',,,19,2015
5,ROMAIN BARDET,12,AG2R LA MONDIALE,04h 25' 19'',+ 00h 02' 26'',,,19,2015
6,ALEJANDRO VALVERDE,59,MOVISTAR TEAM,04h 25' 19'',+ 00h 02' 26'',,,19,2015
7,BAUKE MOLLEMA,141,TREK FACTORY RACING,04h 25' 19'',+ 00h 02' 26'',,,19,2015
8,ROBERT GESINK,131,TEAM LOTTO NL - JUMBO,04h 25' 19'',+ 00h 02' 26'',,,19,2015
9,ALBERTO CONTADOR,41,TINKOFF-SAXO,04h 25' 19'',+ 00h 02' 26'',,,19,2015
10,SAMUEL SANCHEZ,66,BMC RACING TEAM,04h 25' 19'',+ 00h 02' 26'',,,19,2015
11,PIERRE ROLLAND,121,TEAM EUROPCAR,04h 25' 28'',+ 00h 02' 35'',,,19,2015
12,ANDREW TALANSKY,161,TEAM CANNONDALE-GARMIN,04h 27' 10'',+ 00h 04' 17'',,,19,2015
13,RUBEN PLAZA MOLINA,156,LAMPRE - MERIDA,04h 27' 46'',+ 00h 04' 53'',,,19,2015
14,MATHIAS FRANK,181,IAM CYCLING,04h 27' 55'',+ 00h 05' 02'',,,19,2015
15,RAFAL MAJKA,45,TINKOFF-SAXO,04h 27' 55'',+ 00h 05' 02'',,,19,2015
16,WOUT POELS,34,TEAM SKY,04h 29' 16'',+ 00h 06' 23'',,,19,2015
17,ROMAN KREUZIGER,44,TINKOFF-SAXO,04h 30' 58'',+ 00h 08' 05'',,,19,2015
18,MICHELE SCARPONI,7,ASTANA PRO TEAM,04h 30' 58'',+ 00h 08' 05'',,,19,2015
19,CYRIL GAUTIER,123,TEAM EUROPCAR,04h 30' 58'',+ 00h 08' 05'',,,19,2015
20,STEVEN KRUIJSWIJK,133,TEAM LOTTO NL - JUMBO,04h 30' 58'',+ 00h 08' 05'',,,19,2015
21,SERGE PAUWELS,218,MTN-QHUBEKA,04h 32' 45'',+ 00h 09' 52'',,,19,2015
22,JOSE HERRADA LOPEZ,56,MOVISTAR TEAM,04h 33' 46'',+ 00h 10' 53'',,,19,2015
23,ALEXIS VUILLERMOZ,19,AG2R LA MONDIALE,04h 34' 34'',+ 00h 11' 41'',,,19,2015
24,JAN BARTA,192,BORA-ARGON 18,04h 34' 34'',+ 00h 11' 41'',,,19,2015
25,MIKAEL CHEREL,14,AG2R LA MONDIALE,04h 34' 34'',+ 00h 11' 41'',,,19,2015
26,MERHAWI KUDUS,216,MTN-QHUBEKA,04h 34' 34'',+ 00h 11' 41'',,,19,2015
27,PIERRICK FEDRIGO,204,BRETAGNE - SECHE ENVIRONNEMENT,04h 35' 46'',+ 00h 12' 53'',,,19,2015
28,TANEL KANGERT,6,ASTANA PRO TEAM,04h 35' 56'',+ 00h 13' 03'',,,19,2015
29,ROMAIN SICARD,127,TEAM EUROPCAR,04h 36' 48'',+ 00h 13' 55'',,,19,2015
30,WARREN BARGUIL,82,TEAM GIANT-ALPECIN,04h 37' 55'',+ 00h 15' 02'',,,19,2015
31,STEF CLEMENT,184,IAM CYCLING,04h 38' 05'',+ 00h 15' 12'',,,19,2015
32,SYLVAIN CHAVANEL,183,IAM CYCLING,04h 38' 05'',+ 00h 15' 12'',,,19,2015
33,DANIEL TEKLEHAIMANOT,219,MTN-QHUBEKA,04h 38' 05'',+ 00h 15' 12'',,,19,2015
34,JARLINSON PANTANO GOMEZ,188,IAM CYCLING,04h 38' 05'',+ 00h 15' 12'',,,19,2015
35,BOB JUNGELS,147,TREK FACTORY RACING,04h 44' 06'',+ 00h 21' 13'',,,19,2015
36,DANIEL MARTIN,167,TEAM CANNONDALE-GARMIN,04h 44' 06'',+ 00h 21' 13'',,,19,2015
37,THOMAS DE GENDT,73,LOTTO-SOUDAL,04h 44' 53'',+ 00h 22' 00'',,,19,2015
38,MICHAEL ROGERS,46,TINKOFF-SAXO,04h 44' 53'',+ 00h 22' 00'',,,19,2015
39,ADAM JAMES HANSEN,76,LOTTO-SOUDAL,04h 44' 53'',+ 00h 22' 00'',,,19,2015
40,RETO HOLLENSTEIN,187,IAM CYCLING,04h 44' 53'',+ 00h 22' 00'',,,19,2015
41,ANTHONY DELAPLACE,203,BRETAGNE - SECHE ENVIRONNEMENT,04h 44' 53'',+ 00h 22' 00'',,,19,2015
42,PAUL VOSS,199,BORA-ARGON 18,04h 44' 53'',+ 00h 22' 00'',,,19,2015
43,MICHAEL SCHÄR,67,BMC RACING TEAM,04h 44' 53'',+ 00h 22' 00'',,,19,2015
44,DANILO WYSS,69,BMC RACING TEAM,04h 44' 53'',+ 00h 22' 00'',,,19,2015
45,NICOLAS EDET,172,"COFIDIS, SOLUTIONS CREDITS",04h 44' 53'',+ 00h 22' 00'',,,19,2015
46,DAMIANO CARUSO,62,BMC RACING TEAM,04h 44' 53'',+ 00h 22' 00'',,,19,2015
47,RAFAEL VALLS,159,LAMPRE - MERIDA,04h 44' 53'',+ 00h 22' 00'',,,19,2015
48,BRYAN COQUARD,122,TEAM EUROPCAR,04h 44' 53'',+ 00h 22' 00'',,,19,2015
49,ANGELO TULIK,128,TEAM EUROPCAR,04h 44' 53'',+ 00h 22' 00'',,,19,2015
50,JOAQUIN RODRIGUEZ OLIVER,91,TEAM KATUSHA,04h 44' 53'',+ 00h 22' 00'',,,19,2015
51,PETER SAGAN,47,TINKOFF-SAXO,04h 44' 53'',+ 00h 22' 00'',,,19,2015
52,STEPHEN CUMMINGS,212,MTN-QHUBEKA,04h 44' 53'',+ 00h 22' 00'',,,19,2015
53,GERAINT THOMAS,39,TEAM SKY,04h 44' 53'',+ 00h 22' 00'',,,19,2015
54,JAN BAKELANTS,13,AG2R LA MONDIALE,04h 44' 53'',+ 00h 22' 00'',,,19,2015
55,RIGOBERTO URAN,118,ETIXX-QUICK STEP,04h 44' 53'',+ 00h 22' 00'',,,19,2015
