Rank,Rider,Rider No.,Team,Times,Gap,B,P,Stages,Year
62,NIKIAS ARNDT,202,TEAM SUNWEB,03h 35' 22'',-,,,10,2020
63,SIMONE CONSONNI,122,COFIDIS,03h 35' 22'',-,,,10,2020
64,FREDERIK FRISON,156,LOTTO SOUDAL,03h 35' 22'',-,,,10,2020
65,DANIEL OSS,26,BORA - HANSGROHE,03h 35' 22'',-,,,10,2020
66,SØREN KRAGH ANDERSEN,205,TEAM SUNWEB,03h 35' 22'',-,,,10,2020
67,CHRISTOPHE LAPORTE,125,COFIDIS,03h 35' 46'',+ 00h 00' 24'',,,10,2020
68,LUKE ROWE,6,INEOS GRENADIERS,03h 35' 48'',+ 00h 00' 26'',,,10,2020
69,MICHAEL GOGL,194,NTT PRO CYCLING TEAM,03h 35' 48'',+ 00h 00' 26'',,,10,2020
70,ROGER KLUGE,158,LOTTO SOUDAL,03h 35' 54'',+ 00h 00' 32'',,,10,2020
71,AMUND GRØNDAHL JANSEN,13,TEAM JUMBO - VISMA,03h 36' 08'',+ 00h 00' 46'',,,10,2020
72,LUKAS PÖSTLBERGER,27,BORA - HANSGROHE,03h 36' 08'',+ 00h 00' 46'',,,10,2020
73,FELIX GROSSSCHARTNER,23,BORA - HANSGROHE,03h 36' 08'',+ 00h 00' 46'',,,10,2020
74,SEPP KUSS,16,TEAM JUMBO - VISMA,03h 36' 08'',+ 00h 00' 46'',,,10,2020
75,JACK BAUER,162,MITCHELTON - SCOTT,03h 36' 08'',+ 00h 00' 46'',,,10,2020
76,GEORGE BENNETT,12,TEAM JUMBO - VISMA,03h 36' 08'',+ 00h 00' 46'',,,10,2020
77,KASPER ASGREEN,42,DECEUNINCK - QUICK - STEP,03h 36' 08'',+ 00h 00' 46'',,,10,2020
78,MATEJ MOHORIC,66,BAHRAIN - MCLAREN,03h 36' 11'',+ 00h 00' 49'',,,10,2020
79,TIESJ BENOOT,201,TEAM SUNWEB,03h 36' 30'',+ 00h 01' 08'',,,10,2020
80,CASPER PEDERSEN,207,TEAM SUNWEB,03h 36' 30'',+ 00h 01' 08'',,,10,2020
81,MARC HIRSCHI,204,TEAM SUNWEB,03h 36' 35'',+ 00h 01' 13'',,,10,2020
82,MICHAEL VALGREN HUNDAHL,195,NTT PRO CYCLING TEAM,03h 36' 35'',+ 00h 01' 13'',,,10,2020
83,ANTHONY TURGIS,188,TOTAL DIRECT ENERGIE,03h 36' 42'',+ 00h 01' 20'',,,10,2020
84,NICOLAS EDET,123,COFIDIS,03h 40' 47'',+ 00h 05' 25'',,,10,2020
85,QUENTIN PACHER,216,B&B HOTELS - VITAL CONCEPT P / B KTM,03h 40' 47'',+ 00h 05' 25'',,,10,2020
86,RÉMI CAVAGNA,44,DECEUNINCK - QUICK - STEP,03h 40' 47'',+ 00h 05' 25'',,,10,2020
87,KENNY ELISSONDE,103,TREK - SEGAFREDO,03h 40' 47'',+ 00h 05' 25'',,,10,2020
88,GEOFFREY SOUPE,187,TOTAL DIRECT ENERGIE,03h 40' 47'',+ 00h 05' 25'',,,10,2020
89,THOMAS DE GENDT,154,LOTTO SOUDAL,03h 40' 47'',+ 00h 05' 25'',,,10,2020
90,MATTHIEU LADAGNOUS,55,GROUPAMA - FDJ,03h 40' 47'',+ 00h 05' 25'',,,10,2020
91,NIKLAS EG,102,TREK - SEGAFREDO,03h 40' 47'',+ 00h 05' 25'',,,10,2020
92,BOB JUNGELS,47,DECEUNINCK - QUICK - STEP,03h 40' 47'',+ 00h 05' 25'',,,10,2020
93,ROBERT GESINK,15,TEAM JUMBO - VISMA,03h 40' 47'',+ 00h 05' 25'',,,10,2020
94,TONY MARTIN,17,TEAM JUMBO - VISMA,03h 40' 47'',+ 00h 05' 25'',,,10,2020
95,SONNY COLBRELLI,64,BAHRAIN - MCLAREN,03h 40' 47'',+ 00h 05' 25'',,,10,2020
96,JAN POLANC,138,UAE TEAM EMIRATES,03h 40' 47'',+ 00h 05' 25'',,,10,2020
97,ALEXIS VUILLERMOZ,38,AG2R LA MONDIALE,03h 40' 47'',+ 00h 05' 25'',,,10,2020
98,PAVEL SIVAKOV,7,INEOS GRENADIERS,03h 40' 47'',+ 00h 05' 25'',,,10,2020
99,EDVALD BOASSON-HAGEN,192,NTT PRO CYCLING TEAM,03h 40' 47'',+ 00h 05' 25'',,,10,2020
100,KRISTS NEILANDS,175,ISRAEL START-UP NATION,03h 40' 47'',+ 00h 05' 25'',,,10,2020
101,TOMS SKUJINS,106,TREK - SEGAFREDO,03h 40' 47'',+ 00h 05' 25'',,,10,2020
102,DAYER QUINTANA,85,TEAM ARKEA - SAMSIC,03h 40' 47'',+ 00h 05' 25'',,,10,2020
103,WINNER ANACONA,82,TEAM ARKEA - SAMSIC,03h 40' 47'',+ 00h 05' 25'',,,10,2020
104,CONNOR SWIFT,88,TEAM ARKEA - SAMSIC,03h 40' 47'',+ 00h 05' 25'',,,10,2020
105,JESUS HERRADA,124,COFIDIS,03h 40' 47'',+ 00h 05' 25'',,,10,2020
106,RUDY MOLARD,57,GROUPAMA - FDJ,03h 40' 47'',+ 00h 05' 25'',,,10,2020
107,SÉBASTIEN REICHENBACH,58,GROUPAMA - FDJ,03h 40' 47'',+ 00h 05' 25'',,,10,2020
108,PIERRE LUC PERICHON,127,COFIDIS,03h 40' 47'',+ 00h 05' 25'',,,10,2020
109,THIBAUT PINOT,51,GROUPAMA - FDJ,03h 40' 47'',+ 00h 05' 25'',,,10,2020
110,WARREN BARGUIL,83,TEAM ARKEA - SAMSIC,03h 40' 47'',+ 00h 05' 25'',,,10,2020
111,VALENTIN MADOUAS,56,GROUPAMA - FDJ,03h 40' 47'',+ 00h 05' 25'',,,10,2020
112,CLÉMENT RUSSO,87,TEAM ARKEA - SAMSIC,03h 40' 47'',+ 00h 05' 25'',,,10,2020
113,DAVID GAUDU,53,GROUPAMA - FDJ,03h 40' 47'',+ 00h 05' 25'',,,10,2020
114,BEN HERMANS,173,ISRAEL START-UP NATION,03h 40' 47'',+ 00h 05' 25'',,,10,2020
115,MICHAEL SCHÄR,116,CCC TEAM,03h 40' 47'',+ 00h 05' 25'',,,10,2020
116,ROMAN KREUZIGER,196,NTT PRO CYCLING TEAM,03h 40' 47'',+ 00h 05' 25'',,,10,2020
117,MATHIEU BURGAUDEAU,182,TOTAL DIRECT ENERGIE,03h 40' 47'',+ 00h 05' 25'',,,10,2020
118,ILNUR ZAKARIN,118,CCC TEAM,03h 40' 47'',+ 00h 05' 25'',,,10,2020
119,OMAR FRAILE MATARRANZ,142,ASTANA PRO TEAM,03h 40' 47'',+ 00h 05' 25'',,,10,2020
120,DARIO CATALDO,92,MOVISTAR TEAM,03h 40' 47'',+ 00h 05' 25'',,,10,2020
121,MARCO HALLER,65,BAHRAIN - MCLAREN,03h 40' 47'',+ 00h 05' 25'',,,10,2020
122,ALEXEY LUTSENKO,146,ASTANA PRO TEAM,03h 40' 47'',+ 00h 05' 25'',,,10,2020
123,GREGOR MÜHLBERGER,25,BORA - HANSGROHE,03h 40' 47'',+ 00h 05' 25'',,,10,2020
124,SIMON GESCHKE,113,CCC TEAM,03h 40' 47'',+ 00h 05' 25'',,,10,2020
125,EMANUEL BUCHMANN,22,BORA - HANSGROHE,03h 40' 47'',+ 00h 05' 25'',,,10,2020
126,NANS PETERS,36,AG2R LA MONDIALE,03h 40' 47'',+ 00h 05' 25'',,,10,2020
127,LENNARD KÄMNA,24,BORA - HANSGROHE,03h 40' 47'',+ 00h 05' 25'',,,10,2020
128,JASPER DE BUYST,153,LOTTO SOUDAL,03h 40' 47'',+ 00h 05' 25'',,,10,2020
129,PIERRE LATOUR,34,AG2R LA MONDIALE,03h 40' 47'',+ 00h 05' 25'',,,10,2020
130,DANIEL MARTIN,171,ISRAEL START-UP NATION,03h 40' 47'',+ 00h 05' 25'',,,10,2020
131,MAXIMILIAN SCHACHMANN,28,BORA - HANSGROHE,03h 40' 47'',+ 00h 05' 25'',,,10,2020
132,DANIEL FELIPE MARTINEZ POVEDA,76,EF PRO CYCLING,03h 40' 47'',+ 00h 05' 25'',,,10,2020
133,NEILSON POWLESS,77,EF PRO CYCLING,03h 40' 47'',+ 00h 05' 25'',,,10,2020
134,BENOIT COSNEFROY,33,AG2R LA MONDIALE,03h 40' 47'',+ 00h 05' 25'',,,10,2020
135,FABIEN GRELLIER,185,TOTAL DIRECT ENERGIE,03h 40' 47'',+ 00h 05' 25'',,,10,2020
136,PIERRE ROLLAND,218,B&B HOTELS - VITAL CONCEPT P / B KTM,03h 40' 47'',+ 00h 05' 25'',,,10,2020
137,ROMAIN SICARD,186,TOTAL DIRECT ENERGIE,03h 40' 47'',+ 00h 05' 25'',,,10,2020
138,ALBERTO BETTIOL,72,EF PRO CYCLING,03h 40' 47'',+ 00h 05' 25'',,,10,2020
139,CYRIL GAUTIER,215,B&B HOTELS - VITAL CONCEPT P / B KTM,03h 40' 47'',+ 00h 05' 25'',,,10,2020
140,TEJAY VAN GARDEREN,78,EF PRO CYCLING,03h 40' 47'',+ 00h 05' 25'',,,10,2020
141,DRIES DEVENYNS,46,DECEUNINCK - QUICK - STEP,03h 40' 47'',+ 00h 05' 25'',,,10,2020
142,ALESSANDRO DE MARCHI,112,CCC TEAM,03h 40' 47'',+ 00h 05' 25'',,,10,2020
143,JAN HIRT,114,CCC TEAM,03h 40' 47'',+ 00h 05' 25'',,,10,2020
144,WOUT POELS,67,BAHRAIN - MCLAREN,03h 40' 47'',+ 00h 05' 25'',,,10,2020
145,DYLAN VAN BAARLE,8,INEOS GRENADIERS,03h 40' 47'',+ 00h 05' 25'',,,10,2020
146,CARLOS VERONA QUINTANILLA,98,MOVISTAR TEAM,03h 40' 47'',+ 00h 05' 25'',,,10,2020
147,HAROLD ALFONSO TEJADA CANACUE,148,ASTANA PRO TEAM,03h 40' 47'',+ 00h 05' 25'',,,10,2020
148,ION IZAGIRRE INSAUSTI,145,ASTANA PRO TEAM,03h 40' 47'',+ 00h 05' 25'',,,10,2020
149,ANDREY AMADOR,2,INEOS GRENADIERS,03h 40' 47'',+ 00h 05' 25'',,,10,2020
150,JUUL CHRISTOPHER JENSEN,166,MITCHELTON - SCOTT,03h 40' 47'',+ 00h 05' 25'',,,10,2020
151,MIKEL NIEVE ITURRALDE,168,MITCHELTON - SCOTT,03h 40' 47'',+ 00h 05' 25'',,,10,2020
152,MARCO MARCATO,137,UAE TEAM EMIRATES,03h 41' 00'',+ 00h 05' 38'',,,10,2020
153,NILS POLITT,177,ISRAEL START-UP NATION,03h 43' 14'',+ 00h 07' 52'',,,10,2020
154,GUY NIV,176,ISRAEL START-UP NATION,03h 43' 14'',+ 00h 07' 52'',,,10,2020
155,DAVID DE LA CRUZ MELGAREJO,133,UAE TEAM EMIRATES,03h 45' 30'',+ 00h 10' 08'',,,10,2020
156,NICOLAS ROCHE,208,TEAM SUNWEB,03h 46' 14'',+ 00h 10' 52'',,,10,2020
157,MAXIME CHEVALIER,213,B&B HOTELS - VITAL CONCEPT P / B KTM,03h 46' 14'',+ 00h 10' 52'',,,10,2020
158,KÉVIN LEDANOIS,84,TEAM ARKEA - SAMSIC,03h 46' 14'',+ 00h 10' 52'',,,10,2020
159,JONATHAN CASTROVIEJO NICOLAS,4,INEOS GRENADIERS,03h 46' 14'',+ 00h 10' 52'',,,10,2020
160,JULIAN ALAPHILIPPE,41,DECEUNINCK - QUICK - STEP,03h 46' 14'',+ 00h 10' 52'',,,10,2020
161,JONAS KOCH,115,CCC TEAM,03h 46' 14'',+ 00h 10' 52'',,,10,2020
162,HUGH JOHN CARTHY,73,EF PRO CYCLING,03h 47' 37'',+ 00h 12' 15'',,,10,2020
163,JÉRÔME COUSIN,184,TOTAL DIRECT ENERGIE,03h 49' 56'',+ 00h 14' 34'',,,10,2020
164,DAVIDE FORMOLO,134,UAE TEAM EMIRATES,03h 52' 06'',+ 00h 16' 44'',,,10,2020
1,CALEB EWAN,151,LOTTO SOUDAL,04h 00' 01'',-,10',,11,2020
2,SAM BENNETT,43,DECEUNINCK - QUICK - STEP,04h 00' 01'',-,06',,11,2020
3,WOUT VAN AERT,18,TEAM JUMBO - VISMA,04h 00' 01'',-,04',,11,2020
4,BRYAN COQUARD,211,B&B HOTELS - VITAL CONCEPT P / B KTM,04h 00' 01'',-,,,11,2020
5,CLÉMENT VENTURINI,37,AG2R LA MONDIALE,04h 00' 01'',-,,,11,2020
6,MADS PEDERSEN,105,TREK - SEGAFREDO,04h 00' 01'',-,,,11,2020
7,LUKA MEZGEC,167,MITCHELTON - SCOTT,04h 00' 01'',-,,,11,2020
8,HUGO HOFSTETTER,174,ISRAEL START-UP NATION,04h 00' 01'',-,,,11,2020
9,OLIVER NAESEN,35,AG2R LA MONDIALE,04h 00' 01'',-,,,11,2020
10,RYAN GIBBONS,193,NTT PRO CYCLING TEAM,04h 00' 01'',-,,,11,2020
11,MATTEO TRENTIN,117,CCC TEAM,04h 00' 01'',-,,,11,2020
12,ALEXANDER KRISTOFF,135,UAE TEAM EMIRATES,04h 00' 01'',-,,,11,2020
13,ANTHONY TURGIS,188,TOTAL DIRECT ENERGIE,04h 00' 01'',-,,,11,2020
14,EDVALD BOASSON-HAGEN,192,NTT PRO CYCLING TEAM,04h 00' 01'',-,,,11,2020
15,NICCOLÒ BONIFAZIO,181,TOTAL DIRECT ENERGIE,04h 00' 01'',-,,,11,2020
16,CLÉMENT RUSSO,87,TEAM ARKEA - SAMSIC,04h 00' 01'',-,,,11,2020
17,ELIA VIVIANI,128,COFIDIS,04h 00' 01'',-,,,11,2020
18,CEES BOL,203,TEAM SUNWEB,04h 00' 01'',-,,,11,2020
19,DARYL IMPEY,165,MITCHELTON - SCOTT,04h 00' 01'',-,,,11,2020
20,KÉVIN LEDANOIS,84,TEAM ARKEA - SAMSIC,04h 00' 01'',-,,,11,2020
21,JAN POLANC,138,UAE TEAM EMIRATES,04h 00' 01'',-,,,11,2020
22,DANIEL OSS,26,BORA - HANSGROHE,04h 00' 01'',-,,,11,2020
23,RICHARD CARAPAZ,3,INEOS GRENADIERS,04h 00' 01'',-,,,11,2020
24,ADAM YATES,161,MITCHELTON - SCOTT,04h 00' 01'',-,,,11,2020
25,JENS KEUKELEIRE,75,EF PRO CYCLING,04h 00' 01'',-,,,11,2020
26,TOM VAN ASBROECK,178,ISRAEL START-UP NATION,04h 00' 01'',-,,,11,2020
27,CASPER PEDERSEN,207,TEAM SUNWEB,04h 00' 01'',-,,,11,2020
28,JONAS KOCH,115,CCC TEAM,04h 00' 01'',-,,,11,2020
29,NAIRO QUINTANA,81,TEAM ARKEA - SAMSIC,04h 00' 01'',-,,,11,2020
30,JACK BAUER,162,MITCHELTON - SCOTT,04h 00' 01'',-,,,11,2020
31,MIGUEL ANGEL LOPEZ MORENO,141,ASTANA PRO TEAM,04h 00' 01'',-,,,11,2020
32,PRIMOŽ ROGLIČ,11,TEAM JUMBO - VISMA,04h 00' 01'',-,,,11,2020
33,EGAN BERNAL GOMEZ,1,INEOS GRENADIERS,04h 00' 01'',-,,,11,2020
34,TADEJ POGAČAR,131,UAE TEAM EMIRATES,04h 00' 01'',-,,,11,2020
35,ALEJANDRO VALVERDE,91,MOVISTAR TEAM,04h 00' 01'',-,,,11,2020
36,JORIS NIEUWENHUIS,206,TEAM SUNWEB,04h 00' 01'',-,,,11,2020
37,QUENTIN PACHER,216,B&B HOTELS - VITAL CONCEPT P / B KTM,04h 00' 01'',-,,,11,2020
38,JASPER STUYVEN,107,TREK - SEGAFREDO,04h 00' 01'',-,,,11,2020
39,MIKEL LANDA MEANA,61,BAHRAIN - MCLAREN,04h 00' 01'',-,,,11,2020
40,SØREN KRAGH ANDERSEN,205,TEAM SUNWEB,04h 00' 01'',-,,,11,2020
41,DAMIANO CARUSO,63,BAHRAIN - MCLAREN,04h 00' 01'',-,,,11,2020
42,RIGOBERTO URAN,71,EF PRO CYCLING,04h 00' 01'',-,,,11,2020
43,TOM DUMOULIN,14,TEAM JUMBO - VISMA,04h 00' 01'',-,,,11,2020
44,MARC SOLER,97,MOVISTAR TEAM,04h 00' 01'',-,,,11,2020
45,MIKAEL CHEREL,32,AG2R LA MONDIALE,04h 00' 01'',-,,,11,2020
46,ALEXIS VUILLERMOZ,38,AG2R LA MONDIALE,04h 00' 01'',-,,,11,2020
47,GEOFFREY SOUPE,187,TOTAL DIRECT ENERGIE,04h 00' 01'',-,,,11,2020
48,ROMAIN BARDET,31,AG2R LA MONDIALE,04h 00' 01'',-,,,11,2020
49,HUGO HOULE,143,ASTANA PRO TEAM,04h 00' 01'',-,,,11,2020
50,NIKLAS EG,102,TREK - SEGAFREDO,04h 00' 01'',-,,,11,2020
51,JHOAN ESTEBAN CHAVES RUBIO,164,MITCHELTON - SCOTT,04h 00' 01'',-,,,11,2020
52,MICHAEL VALGREN HUNDAHL,195,NTT PRO CYCLING TEAM,04h 00' 01'',-,,,11,2020
53,GREG VAN AVERMAET,111,CCC TEAM,04h 00' 01'',-,,,11,2020
54,GORKA IZAGIRRE INSAUSTI,144,ASTANA PRO TEAM,04h 00' 01'',-,,,11,2020
55,LUIS LEON SANCHEZ,147,ASTANA PRO TEAM,04h 00' 01'',-,,,11,2020
56,BAUKE MOLLEMA,104,TREK - SEGAFREDO,04h 00' 01'',-,,,11,2020
57,CONNOR SWIFT,88,TEAM ARKEA - SAMSIC,04h 00' 01'',-,,,11,2020
58,ENRIC MAS NICOLAU,94,MOVISTAR TEAM,04h 00' 01'',-,,,11,2020
59,DARIO CATALDO,92,MOVISTAR TEAM,04h 00' 01'',-,,,11,2020
60,GUILLAUME MARTIN GUYONNET,121,COFIDIS,04h 00' 01'',-,,,11,2020
61,ANDRÉ GREIPEL,172,ISRAEL START-UP NATION,04h 00' 01'',-,,,11,2020
62,MICHAEL MØRKØV,48,DECEUNINCK - QUICK - STEP,04h 00' 01'',-,,,11,2020
63,RICHIE PORTE,101,TREK - SEGAFREDO,04h 00' 01'',-,,,11,2020
64,PELLO BILBAO LOPEZ DE ARMENTIA,62,BAHRAIN - MCLAREN,04h 00' 01'',-,,,11,2020
65,PIERRE LUC PERICHON,127,COFIDIS,04h 00' 01'',-,,,11,2020
66,VEGARD STAKE LAENGEN,136,UAE TEAM EMIRATES,04h 00' 01'',-,,,11,2020
67,CYRIL BARTHE,212,B&B HOTELS - VITAL CONCEPT P / B KTM,04h 00' 01'',-,,,11,2020
68,DAYER QUINTANA,85,TEAM ARKEA - SAMSIC,04h 00' 01'',-,,,11,2020
69,WARREN BARGUIL,83,TEAM ARKEA - SAMSIC,04h 00' 01'',-,,,11,2020
70,NILS POLITT,177,ISRAEL START-UP NATION,04h 00' 01'',-,,,11,2020
71,PIERRE ROLLAND,218,B&B HOTELS - VITAL CONCEPT P / B KTM,04h 00' 01'',-,,,11,2020
72,VALENTIN MADOUAS,56,GROUPAMA - FDJ,04h 00' 01'',-,,,11,2020
73,TIESJ BENOOT,201,TEAM SUNWEB,04h 00' 01'',-,,,11,2020
74,MAXIMILIAN SCHACHMANN,28,BORA - HANSGROHE,04h 00' 01'',-,,,11,2020
75,THIBAUT PINOT,51,GROUPAMA - FDJ,04h 00' 01'',-,,,11,2020
76,NIKIAS ARNDT,202,TEAM SUNWEB,04h 00' 01'',-,,,11,2020
77,RUDY MOLARD,57,GROUPAMA - FDJ,04h 00' 01'',-,,,11,2020
78,IMANOL ERVITI,93,MOVISTAR TEAM,04h 00' 01'',-,,,11,2020
79,DRIES DEVENYNS,46,DECEUNINCK - QUICK - STEP,04h 00' 01'',-,,,11,2020
80,NELSON OLIVEIRA,95,MOVISTAR TEAM,04h 00' 01'',-,,,11,2020
81,CHRISTOPHE LAPORTE,125,COFIDIS,04h 00' 01'',-,,,11,2020
82,FELIX GROSSSCHARTNER,23,BORA - HANSGROHE,04h 00' 01'',-,,,11,2020
83,SERGIO ANDRES HIGUITA GARCIA,74,EF PRO CYCLING,04h 00' 01'',-,,,11,2020
84,MARCO MARCATO,137,UAE TEAM EMIRATES,04h 00' 01'',-,,,11,2020
85,PETER SAGAN,21,BORA - HANSGROHE,04h 00' 01'',-,,,11,2020
86,JENS DEBUSSCHERE,214,B&B HOTELS - VITAL CONCEPT P / B KTM,04h 00' 17'',+ 00h 00' 16'',,,11,2020
87,KÉVIN REZA,217,B&B HOTELS - VITAL CONCEPT P / B KTM,04h 00' 33'',+ 00h 00' 32'',,,11,2020
88,JUUL CHRISTOPHER JENSEN,166,MITCHELTON - SCOTT,04h 00' 33'',+ 00h 00' 32'',,,11,2020
89,EDWARD THEUNS,108,TREK - SEGAFREDO,04h 00' 52'',+ 00h 00' 51'',,,11,2020
90,MAXIMILIAN RICHARD WALSCHEID,198,NTT PRO CYCLING TEAM,04h 00' 52'',+ 00h 00' 51'',,,11,2020
91,JASPER DE BUYST,153,LOTTO SOUDAL,04h 00' 59'',+ 00h 00' 58'',,,11,2020
92,BOB JUNGELS,47,DECEUNINCK - QUICK - STEP,04h 01' 16'',+ 00h 01' 15'',,,11,2020
93,CYRIL GAUTIER,215,B&B HOTELS - VITAL CONCEPT P / B KTM,04h 01' 21'',+ 00h 01' 20'',,,11,2020
94,SÉBASTIEN REICHENBACH,58,GROUPAMA - FDJ,04h 01' 21'',+ 00h 01' 20'',,,11,2020
95,GUY NIV,176,ISRAEL START-UP NATION,04h 01' 21'',+ 00h 01' 20'',,,11,2020
96,SEPP KUSS,16,TEAM JUMBO - VISMA,04h 01' 21'',+ 00h 01' 20'',,,11,2020
97,MICHAEL SCHÄR,116,CCC TEAM,04h 01' 21'',+ 00h 01' 20'',,,11,2020
98,NEILSON POWLESS,77,EF PRO CYCLING,04h 01' 21'',+ 00h 01' 20'',,,11,2020
99,STEFAN KÜNG,54,GROUPAMA - FDJ,04h 01' 21'',+ 00h 01' 20'',,,11,2020
100,LUKAS PÖSTLBERGER,27,BORA - HANSGROHE,04h 01' 21'',+ 00h 01' 20'',,,11,2020
101,WINNER ANACONA,82,TEAM ARKEA - SAMSIC,04h 01' 21'',+ 00h 01' 20'',,,11,2020
102,DYLAN VAN BAARLE,8,INEOS GRENADIERS,04h 01' 24'',+ 00h 01' 23'',,,11,2020
103,LENNARD KÄMNA,24,BORA - HANSGROHE,04h 01' 24'',+ 00h 01' 23'',,,11,2020
104,RÉMI CAVAGNA,44,DECEUNINCK - QUICK - STEP,04h 01' 24'',+ 00h 01' 23'',,,11,2020
105,DANIEL FELIPE MARTINEZ POVEDA,76,EF PRO CYCLING,04h 01' 24'',+ 00h 01' 23'',,,11,2020
106,ROMAN KREUZIGER,196,NTT PRO CYCLING TEAM,04h 01' 24'',+ 00h 01' 23'',,,11,2020
107,MIKEL NIEVE ITURRALDE,168,MITCHELTON - SCOTT,04h 01' 24'',+ 00h 01' 23'',,,11,2020
108,KRISTS NEILANDS,175,ISRAEL START-UP NATION,04h 01' 27'',+ 00h 01' 26'',,,11,2020
109,TOMS SKUJINS,106,TREK - SEGAFREDO,04h 01' 27'',+ 00h 01' 26'',,,11,2020
110,ALBERTO BETTIOL,72,EF PRO CYCLING,04h 01' 27'',+ 00h 01' 26'',,,11,2020
111,CARLOS VERONA QUINTANILLA,98,MOVISTAR TEAM,04h 01' 27'',+ 00h 01' 26'',,,11,2020
112,SIMON GESCHKE,113,CCC TEAM,04h 02' 10'',+ 00h 02' 09'',,,11,2020
113,OMAR FRAILE MATARRANZ,142,ASTANA PRO TEAM,04h 02' 16'',+ 00h 02' 15'',,,11,2020
114,SONNY COLBRELLI,64,BAHRAIN - MCLAREN,04h 02' 27'',+ 00h 02' 26'',,,11,2020
115,MATEJ MOHORIC,66,BAHRAIN - MCLAREN,04h 02' 27'',+ 00h 02' 26'',,,11,2020
116,MARC HIRSCHI,204,TEAM SUNWEB,04h 02' 54'',+ 00h 02' 53'',,,11,2020
117,LUKE ROWE,6,INEOS GRENADIERS,04h 02' 59'',+ 00h 02' 58'',,,11,2020
118,SIMONE CONSONNI,122,COFIDIS,04h 03' 05'',+ 00h 03' 04'',,,11,2020
119,KASPER ASGREEN,42,DECEUNINCK - QUICK - STEP,04h 03' 16'',+ 00h 03' 15'',,,11,2020
120,THOMAS DE GENDT,154,LOTTO SOUDAL,04h 04' 24'',+ 00h 04' 23'',,,11,2020
121,BEN HERMANS,173,ISRAEL START-UP NATION,04h 04' 24'',+ 00h 04' 23'',,,11,2020
122,NICOLAS EDET,123,COFIDIS,04h 04' 26'',+ 00h 04' 25'',,,11,2020
123,DAVID GAUDU,53,GROUPAMA - FDJ,04h 04' 26'',+ 00h 04' 25'',,,11,2020
124,JONATHAN CASTROVIEJO NICOLAS,4,INEOS GRENADIERS,04h 04' 26'',+ 00h 04' 25'',,,11,2020
125,ANDREY AMADOR,2,INEOS GRENADIERS,04h 04' 26'',+ 00h 04' 25'',,,11,2020
126,PAVEL SIVAKOV,7,INEOS GRENADIERS,04h 04' 26'',+ 00h 04' 25'',,,11,2020
127,PIERRE LATOUR,34,AG2R LA MONDIALE,04h 04' 26'',+ 00h 04' 25'',,,11,2020
128,MICHAL KWIATKOWSKI,5,INEOS GRENADIERS,04h 04' 26'',+ 00h 04' 25'',,,11,2020
129,KENNY ELISSONDE,103,TREK - SEGAFREDO,04h 04' 26'',+ 00h 04' 25'',,,11,2020
130,FABIEN GRELLIER,185,TOTAL DIRECT ENERGIE,04h 04' 26'',+ 00h 04' 25'',,,11,2020
131,NANS PETERS,36,AG2R LA MONDIALE,04h 04' 26'',+ 00h 04' 25'',,,11,2020
132,MAXIME CHEVALIER,213,B&B HOTELS - VITAL CONCEPT P / B KTM,04h 04' 26'',+ 00h 04' 25'',,,11,2020
133,DANIEL MARTIN,171,ISRAEL START-UP NATION,04h 04' 26'',+ 00h 04' 25'',,,11,2020
134,FREDERIK FRISON,156,LOTTO SOUDAL,04h 04' 26'',+ 00h 04' 25'',,,11,2020
135,JAN HIRT,114,CCC TEAM,04h 04' 26'',+ 00h 04' 25'',,,11,2020
136,EMANUEL BUCHMANN,22,BORA - HANSGROHE,04h 04' 26'',+ 00h 04' 25'',,,11,2020
137,ILNUR ZAKARIN,118,CCC TEAM,04h 04' 26'',+ 00h 04' 25'',,,11,2020
138,NICOLAS ROCHE,208,TEAM SUNWEB,04h 04' 26'',+ 00h 04' 25'',,,11,2020
139,TEJAY VAN GARDEREN,78,EF PRO CYCLING,04h 04' 26'',+ 00h 04' 25'',,,11,2020
140,TIM DECLERCQ,45,DECEUNINCK - QUICK - STEP,04h 04' 26'',+ 00h 04' 25'',,,11,2020
141,AMUND GRØNDAHL JANSEN,13,TEAM JUMBO - VISMA,04h 04' 26'',+ 00h 04' 25'',,,11,2020
142,WOUT POELS,67,BAHRAIN - MCLAREN,04h 04' 26'',+ 00h 04' 25'',,,11,2020
143,ROBERT GESINK,15,TEAM JUMBO - VISMA,04h 04' 26'',+ 00h 04' 25'',,,11,2020
144,JESUS HERRADA,124,COFIDIS,04h 04' 26'',+ 00h 04' 25'',,,11,2020
145,JOSÉ ROJAS,96,MOVISTAR TEAM,04h 04' 26'',+ 00h 04' 25'',,,11,2020
146,MATTHIEU LADAGNOUS,55,GROUPAMA - FDJ,04h 04' 26'',+ 00h 04' 25'',,,11,2020
147,JULIAN ALAPHILIPPE,41,DECEUNINCK - QUICK - STEP,04h 04' 26'',+ 00h 04' 25'',,,11,2020
148,ROGER KLUGE,158,LOTTO SOUDAL,04h 04' 26'',+ 00h 04' 25'',,,11,2020
149,GEORGE BENNETT,12,TEAM JUMBO - VISMA,04h 04' 26'',+ 00h 04' 25'',,,11,2020
150,HUGH JOHN CARTHY,73,EF PRO CYCLING,04h 04' 26'',+ 00h 04' 25'',,,11,2020
151,MARCO HALLER,65,BAHRAIN - MCLAREN,04h 04' 26'',+ 00h 04' 25'',,,11,2020
